triple;exact_accuracy;gold_triple_exact;partial_accuracyV2;gold_triple_partialV2
"(""Women's 1500 metres event at the 1991 IAAF World Indoor Championships"", 'OCCURS_ON', '09/03/1991')";True;"[(""1991 IAAF World Indoor Championships – women's 1500 metres"", 'OCCURS_ON', '1991'), (""1991 IAAF World Indoor Championships – women's 60 metres hurdles"", 'OCCURS_ON', '1991')]";True;"[(""1991 IAAF World Indoor Championships – women's 1500 metres"", 'OCCURS_ON', '1991'), (""1991 IAAF World Indoor Championships – women's 1500 metres"", 'point in time', '1991'), (""1991 IAAF World Indoor Championships – women's 60 metres hurdles"", 'OCCURS_ON', '1991'), (""1991 IAAF World Indoor Championships – women's 60 metres hurdles"", 'point in time', '1991')]"
"(""Women's 1500 metres event at the 1991 IAAF World Indoor Championships"", 'OCCURS_ON', '10/03/1991')";True;"[(""1991 IAAF World Indoor Championships – women's 1500 metres"", 'OCCURS_ON', '1991'), (""1991 IAAF World Indoor Championships – women's 60 metres hurdles"", 'OCCURS_ON', '1991')]";True;"[(""1991 IAAF World Indoor Championships – women's 1500 metres"", 'OCCURS_ON', '1991'), (""1991 IAAF World Indoor Championships – women's 1500 metres"", 'point in time', '1991'), (""1991 IAAF World Indoor Championships – women's 60 metres hurdles"", 'OCCURS_ON', '1991'), (""1991 IAAF World Indoor Championships – women's 60 metres hurdles"", 'point in time', '1991')]"
('The Church of the Three Bishops', 'LOCATED_IN', 'Bobokvati');False;;True;[('The Church of the Three Bishops of Kobuleti', 'LOCATED_IN', 'Georgia')]
('The Church of the Three Bishops', 'DEDICATED_TO', 'St. Basil the Great');False;;False;
('The Church of the Three Bishops', 'DEDICATED_TO', 'St. Gregory the Theologian');False;;False;
('The Church of the Three Bishops', 'DEDICATED_TO', 'St. John Chrysostom');False;;False;
('The Church of the Three Bishops', 'OCCURS_ON', '12/02/2009');False;;True;[('The Church of the Three Bishops of Kobuleti', 'inception', '2009')]
('Daphne Dougall de Zileri', 'BORN_ON', '19/04/1936');True;[('Daphne Zileri', 'BORN_ON', '19/04/1936')];True;[('Daphne Zileri', 'BORN_ON', '19/04/1936')]
('Daphne Dougall de Zileri', 'DIED_ON', '21/10/2011');True;[('Daphne Zileri', 'DIED_ON', '21/10/2011')];True;[('Daphne Zileri', 'DIED_ON', '21/10/2011')]
('Daphne Dougall de Zileri', 'BORN_IN', 'Buenos Aires');True;[('Daphne Zileri', 'BORN_IN', 'Buenos Aires')];True;[('Daphne Zileri', 'BORN_IN', 'Buenos Aires'), ('Daphne Zileri', 'place of birth', 'Buenos Aires')]
('Daphne Dougall de Zileri', 'HAS_NATIONALITY', 'Peruvian');False;;True;[('Daphne Zileri', 'HAS_NATIONALITY', 'Argentina')]
('Daphne Dougall de Zileri', 'WORKED_FOR', 'Caretas magazine');False;;False;
('Daphne Dougall de Zileri', 'FEATURED_IN', 'collections of her photography');False;;False;
('Stringtown House', 'BUILT_BY', 'Byron Wilson');False;;False;
('Stringtown House', 'LISTED_IN', 'National Register of Historic Places');False;;True;[('Stringtown House', 'LISTED_ON', 'National Register of Historic Places listed place'), ('Stringtown House', 'heritage designation', 'National Register of Historic Places listed place')]
('Stringtown', 'LOCATED_IN', 'Davis County');False;;True;[('Stringtown House', 'description', 'house in Union Township, Davis County, Iowa United States'), ('Stringtown House', 'LOCATED_IN', 'United States'), ('Stringtown House', 'LOCATED_IN', 'Union Township'), ('Stringtown House', 'LOCATED_IN', 'Union Township'), ('Stringtown House', 'LOCATED_IN', 'Bloomfield'), ('Stringtown', 'LOCATED_IN', 'United States'), ('Stringtown', 'LOCATED_IN', 'Hancock County'), ('Stringtown', 'LOCATED_IN', 'Hancock County'), ('Stringtown', 'LOCATED_IN', 'Atoka County'), ('Stringtown', 'LOCATED_IN', 'Atoka County'), ('Stringtown', 'LOCATED_IN', 'Bolivar County'), ('Stringtown', 'LOCATED_IN', 'Bolivar County'), ('Stringtown', 'LOCATED_IN', 'Barbour County'), ('Stringtown', 'LOCATED_IN', 'Barbour County'), ('Stringtown', 'LOCATED_IN', 'UTC−05:00'), ('Stringtown', 'LOCATED_IN', 'Eastern Time Zone'), ('Stringtown', 'LOCATED_IN', 'Boone County'), ('Stringtown', 'LOCATED_IN', 'Boone County'), ('Stringtown', 'LOCATED_IN', 'Fountain County'), ('Stringtown', 'LOCATED_IN', 'Fountain County'), ('Stringtown', 'LOCATED_IN', 'Clarke County'), ('Stringtown', 'LOCATED_IN', 'Clarke County'), ('Stringtown', 'LOCATED_IN', 'Roane County'), ('Stringtown', 'LOCATED_IN', 'Roane County'), ('Stringtown', 'LOCATED_IN', 'Sullivan County'), ('Stringtown', 'LOCATED_IN', 'Sullivan County')]
('Odites citrantha', 'DESCRIBED_BY', 'Edward Meyrick');False;;False;
('Odites citrantha', 'NATIVE_TO', 'KwaZulu-Natal');False;;False;
('Odites citrantha', 'DESCRIBED_IN', '1908');False;;False;
('Odites citrantha', 'HAS_WINGSPAN', 'Alan Tarney');False;;False;
('Zsazsa Zaturnnah Ze Moveeh', 'ADAPTED_FROM', 'Zsazsa Zaturnnah');False;;True;[('ZsaZsa Zaturnnah Ze Moveeh', 'label', 'ZsaZsa Zaturnnah Ze Moveeh')]
('Zsazsa Zaturnnah Ze Moveeh', 'DIRECTED_BY', 'Zsa Zsa Padilla');False;;True;[('ZsaZsa Zaturnnah Ze Moveeh', 'DIRECTED_BY', 'Joel Lamangan')]
('Zsazsa Zaturnnah Ze Moveeh', 'FEATURES', 'Zsa Zsa Padilla');False;;False;
('Zsazsa Zaturnnah Ze Moveeh', 'FEATURES', 'BB Gandanghari');False;;False;
('Zsazsa Zaturnnah Ze Moveeh', 'FEATURES', 'Chokoleit');False;;False;
('Zsazsa Zaturnnah Ze Moveeh', 'FEATURES', 'Pops Fernandez');False;;False;
('Zsazsa Zaturnnah Ze Moveeh', 'FEATURES', 'Alfred Vargas');False;;False;
('Zsazsa Zaturnnah Ze Moveeh', 'PART_OF', 'Tanghalang Pilipino');False;;False;
('Kappa Delta Epsilon', 'FOUNDED_ON', '25/03/1933');False;;False;
('Kappa Delta Epsilon', 'LOCATED_IN', 'Washington, D.C.');False;;True;[('Kappa Delta Epsilon Society', 'LOCATED_IN', 'United States')]
('2016 Toulon Tournament', 'OCCURRED_IN', 'France');False;;True;[('2016 Toulon Tournament', 'LOCATED_IN', 'France'), ('2016 Toulon Tournament', 'country', 'France')]
('2016 Toulon Tournament', 'PART_OF', '2016 Summer Olympics');False;;True;[('2016 Toulon Tournament', 'OCCURS_ON', '2016'), ('2016 Toulon Tournament', 'point in time', '2016')]
('2016 Toulon Tournament', 'WON_BY', 'England');False;;False;
('Yellow Creek', 'TRIBUTARY_OF', 'Whitewood Creek');False;;False;
('Yellow Creek', 'IS_PART_OF', 'South Dakota');False;;True;[('Yellow Creek', 'description', 'creek in Lawrence County, South Dakota, unite States')]
('Yellow Creek', 'HAS_COLOR', 'Yellow');False;;True;"[('Yellow Creek', 'label', 'Yellow Creek'), ('Yellow Creek', 'label', 'Yellow Creek'), ('Yellow Creek', 'alternative label', 'Yellow Creek, Bell County, Kentucky'), ('Yellow Creek', 'alternative label', 'Yellow Creek, KY'), ('Yellow Creek', 'alternative label', 'Yellow Creek, IL'), ('Yellow Creek', 'alternative label', 'Yellow Creek, Illinois'), ('Yellow Creek', 'alternative label', 'Yellow Creek, Saskatchewan'), ('Yellow Creek', 'Wolfram Language entity code', 'Entity[""River"", ""YellowCreek::8kx75""]'), ('Yellow Creek', 'Wolfram Language entity code', 'Entity[""River"", ""YellowCreek::twb45""]')]"
('Whitewood Creek', 'LOCATED_IN', 'South Dakota');True;[('Whitewood Creek', 'LOCATED_IN', 'South Dakota'), ('Whitewood Creek', 'LOCATED_IN', 'South Dakota')];True;[('Whitewood Creek', 'LOCATED_IN', 'United States'), ('Whitewood Creek', 'LOCATED_IN', 'South Dakota'), ('Whitewood Creek', 'LOCATED_IN', 'South Dakota'), ('Whitewood Creek', 'located in the administrative territorial entity', 'South Dakota'), ('Whitewood Creek', 'LOCATED_IN', 'Australia'), ('Whitewood Creek', 'LOCATED_IN', 'Queensland'), ('Whitewood Creek', 'LOCATED_IN', 'Queensland'), ('Whitewood Creek', 'LOCATED_IN', 'Canada'), ('Whitewood Creek', 'LOCATED_IN', 'British Columbia'), ('Whitewood Creek', 'LOCATED_IN', 'British Columbia'), ('Whitewood Creek', 'description', 'river in South Dakota, United States'), ('Whitewood Creek', 'LOCATED_IN', 'Monroe County'), ('Whitewood Creek', 'LOCATED_IN', 'Monroe County'), ('Whitewood Creek', 'LOCATED_IN', 'Ontario'), ('Whitewood Creek', 'LOCATED_IN', 'Ontario')]
('Yellow Creek', 'LOCATED_IN', 'Lawrence County');True;[('Yellow Creek', 'LOCATED_IN', 'Lawrence County'), ('Yellow Creek', 'LOCATED_IN', 'Lawrence County')];True;[('Yellow Creek', 'LOCATED_IN', 'Lawrence County'), ('Yellow Creek', 'LOCATED_IN', 'Lawrence County'), ('Yellow Creek', 'located in the administrative territorial entity', 'Lawrence County'), ('Yellow Creek', 'LOCATED_IN', 'United States'), ('Yellow Creek', 'description', 'creek in Lawrence County, South Dakota, unite States'), ('Yellow Creek', 'LOCATED_IN', 'United States'), ('Yellow Creek', 'LOCATED_IN', 'Bell County'), ('Yellow Creek', 'LOCATED_IN', 'Bell County'), ('Yellow Creek', 'LOCATED_IN', 'Hall County'), ('Yellow Creek', 'LOCATED_IN', 'Hall County'), ('Yellow Creek', 'LOCATED_IN', 'Stephenson County'), ('Yellow Creek', 'LOCATED_IN', 'Stephenson County'), ('Yellow Creek', 'LOCATED_IN', 'Central Time Zone'), ('Yellow Creek', 'LOCATED_IN', 'Canada'), ('Yellow Creek', 'LOCATED_IN', 'Saskatchewan'), ('Yellow Creek', 'LOCATED_IN', 'Saskatchewan'), ('Yellow Creek', 'LOCATED_IN', 'Jo Daviess County'), ('Yellow Creek', 'LOCATED_IN', 'Jo Daviess County'), ('Yellow Creek', 'LOCATED_IN', 'Australia'), ('Yellow Creek', 'LOCATED_IN', 'Tasmania'), ('Yellow Creek', 'LOCATED_IN', 'Tasmania'), ('Yellow Creek', 'LOCATED_IN', 'Queensland'), ('Yellow Creek', 'LOCATED_IN', 'Queensland'), ('Yellow Creek', 'LOCATED_IN', 'Rio Blanco County'), ('Yellow Creek', 'LOCATED_IN', 'Rio Blanco County'), ('Yellow Creek', 'LOCATED_IN', 'Blair County'), ('Yellow Creek', 'LOCATED_IN', 'Blair County'), ('Yellow Creek', 'LOCATED_IN', 'Bedford County'), ('Yellow Creek', 'LOCATED_IN', 'Bedford County')]
('Yellow Creek', 'LOCATED_IN', 'Lead');False;;True;[('Yellow Creek', 'LOCATED_IN', 'Lawrence County'), ('Yellow Creek', 'LOCATED_IN', 'Lawrence County'), ('Yellow Creek', 'LOCATED_IN', 'United States'), ('Yellow Creek', 'LOCATED_IN', 'United States'), ('Yellow Creek', 'LOCATED_IN', 'Bell County'), ('Yellow Creek', 'LOCATED_IN', 'Bell County'), ('Yellow Creek', 'LOCATED_IN', 'Hall County'), ('Yellow Creek', 'LOCATED_IN', 'Hall County'), ('Yellow Creek', 'LOCATED_IN', 'Stephenson County'), ('Yellow Creek', 'LOCATED_IN', 'Stephenson County'), ('Yellow Creek', 'LOCATED_IN', 'Central Time Zone'), ('Yellow Creek', 'LOCATED_IN', 'Canada'), ('Yellow Creek', 'LOCATED_IN', 'Saskatchewan'), ('Yellow Creek', 'LOCATED_IN', 'Saskatchewan'), ('Yellow Creek', 'LOCATED_IN', 'Jo Daviess County'), ('Yellow Creek', 'LOCATED_IN', 'Jo Daviess County'), ('Yellow Creek', 'LOCATED_IN', 'Australia'), ('Yellow Creek', 'LOCATED_IN', 'Tasmania'), ('Yellow Creek', 'LOCATED_IN', 'Tasmania'), ('Yellow Creek', 'LOCATED_IN', 'Queensland'), ('Yellow Creek', 'LOCATED_IN', 'Queensland'), ('Yellow Creek', 'LOCATED_IN', 'Rio Blanco County'), ('Yellow Creek', 'LOCATED_IN', 'Rio Blanco County'), ('Yellow Creek', 'LOCATED_IN', 'Blair County'), ('Yellow Creek', 'LOCATED_IN', 'Blair County'), ('Yellow Creek', 'LOCATED_IN', 'Bedford County'), ('Yellow Creek', 'LOCATED_IN', 'Bedford County')]
('Tracy Miller', 'WON_AWARD', 'Guggenheim Fellowship');True;[('Tracy Miller', 'WON_AWARD', 'Guggenheim Fellowship')];True;[('Tracy Miller', 'WON_AWARD', 'Guggenheim Fellowship'), ('Tracy Miller', 'award received', 'Guggenheim Fellowship')]
('Tracy Miller', 'RESIDES_IN', 'Brooklyn');False;;False;
('Tracy Miller', 'EXHIBITED_AT', 'Solo exhibition at the American University Museum');False;;False;
('Solo exhibition at the American University Museum', 'PART_OF', 'American University');False;;False;
('Lillestrøm SK', 'HAS_HISTORY', '2016 season');False;;True;[('2016 Lillestrøm SK season', 'OCCURS_ON', '2016'), ('2016 Lillestrøm SK season', 'point in time', '2016'), ('2016 Lillestrøm SK season', 'label', '2016 Lillestrøm SK season')]
('Lillestrøm SK', 'PARTICIPATES_IN', '2016 season');False;;True;[('2016 Lillestrøm SK season', 'OCCURS_ON', '2016'), ('2016 Lillestrøm SK season', 'point in time', '2016'), ('2016 Lillestrøm SK season', 'label', '2016 Lillestrøm SK season')]
('Rúnar Kristinsson', 'MANAGES', 'Lillestrøm SK');False;;True;[('Rúnar Kristinsson', 'PLAYS_FOR', 'Lillestrøm SK'), ('Rúnar Kristinsson', 'member of sports team', 'Lillestrøm SK')]
('Al-Shabaab', 'EXECUTES', 'None');False;;False;
('None', 'OCCURS_AT', 'Baidoa');False;;False;
('Al-Shabaab', 'PARTICIPATED_IN', 'Somali Civil War');False;;True;[('Al-Shabaab', 'conflict', 'Somali Civil War 2009-present'), ('Al-Shabaab', 'PARTICIPATED_IN', 'December 2019 Mogadishu bombing')]
('Doug Eisenman', 'BORN_ON', '02/10/1968');True;[('Doug Eisenman', 'BORN_ON', '02/10/1968')];True;[('Doug Eisenman', 'BORN_ON', '02/10/1968')]
('Doug Eisenman', 'HAS_NATIONALITY', 'American');False;;False;
('Doug Eisenman', 'PARTICIPATES_IN', 'Maccabiah Games');False;;False;
('Doug Eisenman', 'BORN_IN', 'Los Angeles');True;[('Doug Eisenman', 'BORN_IN', 'Los Angeles')];True;[('Doug Eisenman', 'BORN_IN', 'Los Angeles'), ('Doug Eisenman', 'place of birth', 'Los Angeles')]
('Doug Eisenman', 'RESIDES_IN', 'Santa Ana');False;;False;
('Jiang Hongquan', 'BORN_ON', '02/01/1987');False;;True;[('Jiang Hongquan', 'BORN_ON', '02/01/1988')]
('Jiang Hongquan', 'HAS_NATIONALITY', 'Chinese');True;[('Jiang Hongquan', 'HAS_NATIONALITY', 'Chinese')];True;[('Jiang Hongquan', 'HAS_NATIONALITY', 'Chinese'), ('Jiang Hongquan', 'description', 'Chinese association football player')]
('Jiang Hongquan', 'HAS_DESCENT', 'Jiang Hongquan');False;;True;[('Jiang Hongquan', 'HAS_SURNAME', 'Jiang'), ('Jiang Hongquan', 'family name', 'Jiang'), ('Jiang Hongquan', 'label', 'Jiang Hongquan')]
('Jiang Hongquan', 'BORN_IN', 'Helong');True;[('Jiang Hongquan', 'BORN_IN', 'Helong')];True;[('Jiang Hongquan', 'BORN_IN', 'Helong'), ('Jiang Hongquan', 'place of birth', 'Helong')]
('Constitutional Referendum in Thailand', 'OCCURS_ON', 'Constitution of Thailand');False;;True;[('Thailand', 'official language', 'Thai')]
('Constitutional Referendum in Thailand', 'OCCURS_IN', 'Thailand');False;;True;[('Thailand', 'official language', 'Thai')]
('Constitution of Thailand', 'ENFORCED_BY', 'None');False;;False;
"(""2014 Thai coup d'état"", 'OCCURRED_IN', 'Thailand')";False;;True;"[(""2014 Thai coup d'état"", 'LOCATED_IN', 'Thailand'), (""2014 Thai coup d'état"", 'country', 'Thailand'), (""2014 Thai coup d'état"", 'LOCATED_IN', 'Thailand'), (""2014 Thai coup d'état"", 'location', 'Thailand'), (""2014 Thai coup d'état"", ""topic's main category"", ""Category:2014 coup d'état in Thailand""), (""2014 Thai coup d'état"", 'Commons category', ""2014 coup d'&#233;tat in Thailand""), (""2014 Thai coup d'état"", 'description', '2014 military coup in Thailand')]"
('Major General Hew Dacres George Butler', 'BORN_ON', '12/03/1922');True;[('Hew Butler', 'BORN_ON', '12/03/1922')];True;[('Hew Butler', 'BORN_ON', '12/03/1922')]
('Major General Hew Dacres George Butler', 'DIED_ON', '10/07/2007');True;[('Hew Butler', 'DIED_ON', '10/07/2007')];True;[('Hew Butler', 'DIED_ON', '10/07/2007')]
('Major General Hew Dacres George Butler', 'HAS_NATIONALITY', 'British');False;;True;[('Hew Butler', 'description', 'British Army general')]
('Andy Janovich', 'BORN_ON', '23/05/1993');True;[('Andy Janovich', 'BORN_ON', '23/05/1993')];True;[('Andy Janovich', 'BORN_ON', '23/05/1993')]
('Andy Janovich', 'BORN_IN', 'Sarpy County');False;;True;[('Andy Janovich', 'BORN_IN', 'Gretna')]
('Andy Janovich', 'PLAYS_FOR', 'Denver Broncos');False;;True;[('Andy Janovich', 'PLAYS_FOR', 'Nebraska Cornhuskers football')]
('Andy Janovich', 'PLAYS_FOR', 'Cleveland Browns');False;;True;[('Andy Janovich', 'PLAYS_FOR', 'Nebraska Cornhuskers football')]
('Andy Janovich', 'PLAYS_FOR', 'Houston Texans');False;;True;[('Andy Janovich', 'PLAYS_FOR', 'Nebraska Cornhuskers football')]
('Andy Janovich', 'STUDIED_AT', 'Nebraska Cornhuskers');False;;True;[('Andy Janovich', 'PLAYS_FOR', 'Nebraska Cornhuskers football'), ('Andy Janovich', 'member of sports team', 'Nebraska Cornhuskers football')]
('Everett Buildings', 'LOCATED_IN', 'Albany');True;[('Everett Buildings', 'LOCATED_IN', 'City of Albany'), ('Everett Buildings', 'LOCATED_IN', 'City of Albany')];True;[('Everett Buildings', 'description', 'heritage listed buildings in Albany, Western Australia'), ('Everett Buildings', 'street address', '34-40 Stirling Tce, Albany'), ('Everett Buildings', 'LOCATED_IN', 'Australia'), ('Everett Buildings', 'LOCATED_IN', 'Western Australia'), ('Everett Buildings', 'LOCATED_IN', 'Western Australia'), ('Everett Buildings', 'LOCATED_IN', 'City of Albany'), ('Everett Buildings', 'LOCATED_IN', 'City of Albany'), ('Everett Buildings', 'located in the administrative territorial entity', 'City of Albany'), ('Everett Buildings', 'street address', '34-40 Stirling Tce, Albany ')]
('Albany', 'PART_OF', 'Great Southern');False;;True;[('Albany', 'PART_OF', 'Capital District')]
('Great Southern', 'PART_OF', 'Western Australia');True;[('Great Southern', 'PART_OF', 'Regions of Western Australia')];True;"[('Great Southern', 'LOCATED_IN', 'Australia'), ('Great Southern', 'country', 'Australia'), ('Great Southern', 'instance of', 'Regions of Western Australia'), ('Great Southern', 'LOCATED_IN', 'Western Australia'), ('Great Southern', 'LOCATED_IN', 'Western Australia'), ('Great Southern', 'located in the administrative territorial entity', 'Western Australia'), ('Great Southern', 'PART_OF', 'Regions of Western Australia'), ('Great Southern', 'part of', 'Regions of Western Australia'), ('Great Southern', ""topic's main category"", 'Category:Great Southern (Western Australia)'), ('Great Southern', 'PART_OF', 'World Ocean'), ('Great Southern', 'geoshape', 'Data:Western Australian region - Great Southern.map'), ('Great Southern', 'description', 'administrative region of Western Australia'), ('Great Southern', 'alternative label', 'Great Southern region of Western Australia'), ('Great Southern', 'alternative label', 'Great Southern, Western Australia'), ('Great Southern', 'PART_OF', 'South West Australia'), ('Great Southern', 'description', 'wine region in Western Australia')]"
('Everett Buildings', 'OWNED_BY', 'Percy McCarthy');False;;False;
('Fire in Everett Buildings', 'OCCURRED_IN', 'Everett Buildings');False;;True;[('Everett Buildings', 'label', 'Everett Buildings'), ('Everett Buildings', 'instance of', 'building'), ('Everett Buildings', 'Commons category', 'Everett Buildings')]
('Auction of Everett Buildings', 'OCCURRED_IN', 'Everett Buildings');False;;True;[('Everett Buildings', 'label', 'Everett Buildings'), ('Everett Buildings', 'instance of', 'building'), ('Everett Buildings', 'Commons category', 'Everett Buildings')]
('Everett Buildings', 'LISTED_IN', 'State Register of Heritage Places');False;;False;
('Aphonopelma chiricahua', 'NATIVE_TO', 'Arizona');False;;False;
('Sleeping by the Riverside', 'FORMED_IN', '1996');False;;True;[('Sleeping by the Riverside', 'work period (start)', '1996')]
('Sleeping by the Riverside', 'DISBANDED_IN', '2004');False;;False;
('Sleeping by the Riverside', 'REESTABLISHED_IN', '09/2021');False;;False;
('Sleeping by the Riverside', 'ORIGINATED_IN', 'Tampa Bay');False;;False;
('Chiesa di Santa Giusta a Bazzano', 'DEDICATED_TO', 'Santa Giusta');False;;False;
('Chiesa di Santa Giusta a Bazzano', 'LOCATED_IN', 'Bazzano');False;;True;"[('Bazzano', 'different from', 'Bazzano'), ('Bazzano', 'Commons category', 'Bazzano (surname)'), ('Bazzano', 'LOCATED_IN', 'Italy'), ('Bazzano', 'LOCATED_IN', ""L'Aquila""), ('Bazzano', 'LOCATED_IN', ""L'Aquila""), ('Bazzano', 'patron saint', 'Giusta di Bazzano'), ('Bazzano', 'LOCATED_IN', 'UTC+01:00'), ('Bazzano', 'LOCATED_IN', 'UTC+02:00'), ('Bazzano', 'has part(s)', 'Nucleo Industriale di Bazzano'), ('Bazzano', 'has part(s)', ""Progetto Case Bazzano, L'Aquila""), ('Bazzano', ""topic's main category"", 'Category:Bazzano (L’Aquila)'), ('Bazzano', 'LOCATED_IN', 'Neviano degli Arduini'), ('Bazzano', 'LOCATED_IN', 'Neviano degli Arduini'), ('Bazzano', 'page banner', 'https://commons.wikimedia.org/wiki/File:Bazzano_banner.jpg'), ('Bazzano', 'label', 'Bazzano'), ('Bazzano', 'LOCATED_IN', 'Valsamoggia'), ('Bazzano', 'LOCATED_IN', 'Valsamoggia'), ('Bazzano', 'LOCATED_IN', 'Province of Bologna'), ('Bazzano', 'LOCATED_IN', 'Province of Bologna'), ('Bazzano', 'LOCATED_IN', 'Valsamoggia'), ('Bazzano', 'LOCATED_IN', 'Valsamoggia'), ('Bazzano', ""topic's main category"", 'Category:Bazzano (Valsamoggia)'), ('Bazzano', 'HAS_WEBSITE', 'http://www.comune.bazzano.bo.it/'), ('Bazzano', 'official website', 'http://www.comune.bazzano.bo.it/'), ('Bazzano', 'official name', 'Bazzano ')]"
"('Bazzano', 'PART_OF', ""L'Aquila"")";False;;True;"[('Bazzano', 'LOCATED_IN', ""L'Aquila""), ('Bazzano', 'LOCATED_IN', ""L'Aquila""), ('Bazzano', 'located in the administrative territorial entity', ""L'Aquila""), ('Bazzano', 'has part(s)', ""Progetto Case Bazzano, L'Aquila""), ('Bazzano', 'description', ""frazione of L'Aquila, Italy"")]"
"(""L'Aquila"", 'PART_OF', 'Abruzzo')";False;;True;"[(""L'Aquila"", 'LOCATED_IN', 'Abruzzo'), (""L'Aquila"", 'LOCATED_IN', 'Abruzzo'), (""L'Aquila"", 'located in the administrative territorial entity', 'Abruzzo'), (""L'Aquila"", 'description', ""Italian city, capital of the Abruzzo region and of the Province of L'Aquila""), (""L'Aquila"", 'capital of', 'Abruzzo')]"
('George Rogers Taylor', 'DIED_ON', '11/04/1983');True;[('George Rogers Taylor', 'DIED_ON', '11/04/1983')];True;[('George Rogers Taylor', 'DIED_ON', '11/04/1983')]
('George Rogers Taylor', 'STUDIED_AT', 'University of Chicago');False;;True;[('George Rogers Taylor', 'EDUCATED_AT', 'University of Chicago'), ('George Rogers Taylor', 'educated at', 'University of Chicago')]
('George Rogers Taylor', 'WORKS_AT', 'Amherst College');True;[('George Rogers Taylor', 'WORKS_AT', 'Amherst College')];True;[('George Rogers Taylor', 'WORKS_AT', 'Amherst College'), ('George Rogers Taylor', 'employer', 'Amherst College')]
('Dorcadion scrobicolle', 'DESCRIBED_BY', 'Kraatz');False;;False;
('Dorcadion scrobicolle', 'DESCRIBED_IN', '1873');False;;False;
('Dorcadion scrobicolle', 'NATIVE_TO', 'Turkey');False;;False;
('Greg Prosser', 'BORN_ON', '21/05/1966');True;[('Greg Prosser', 'BORN_ON', '21/05/1966')];True;[('Greg Prosser', 'BORN_ON', '21/05/1966')]
('Greg Prosser', 'HAS_NATIONALITY', 'Welsh');False;;True;[('Greg Prosser', 'HAS_NATIONALITY', 'English')]
('Greg Prosser', 'PARTICIPATES_IN', '1995 Rugby World Cup');False;;False;
('Greg Prosser', 'PART_OF', 'Pontypridd RFC');False;;False;
('Greg Prosser', 'PART_OF', 'Bridgend RFC');False;;False;
('Everton Ferreira Guimarães', 'HAS_NATIONALITY', 'Brazilian');False;;False;
('Everton Ferreira Guimarães', 'PLAYS_FOR', 'Gokulam Kerala');False;;False;
('Everton Ferreira Guimarães', 'BORN_ON', '20/05/1991');False;;False;
('Everton Ferreira Guimarães', 'BORN_IN', 'São Paulo');False;;False;
('George Henry Marriott', 'BORN_ON', '05/09/1886');False;;True;[('George Marriott', 'BORN_ON', '1855')]
('George Henry Marriott', 'DIED_ON', '24/09/1964');False;;True;[('George Marriott', 'DIED_ON', '1905')]
('George Henry Marriott', 'HAS_NATIONALITY', 'Australian');False;;True;[('George Marriott', 'HAS_NATIONALITY', 'United Kingdom of Great Britain and Ireland'), ('George Marriott', 'MEMBER_OF', 'Australian Labor Party (Queensland Branch)'), ('George Marriott', 'member of political party', 'Australian Labor Party (Queensland Branch)')]
('Gawler Ranges', 'LOCATED_IN', 'Eyre Peninsula');False;;True;[('Gawler Ranges', 'LOCATED_IN', 'Australia'), ('Gawler Ranges', 'LOCATED_IN', 'South Australia'), ('Gawler Ranges', 'LOCATED_IN', 'South Australia'), ('Gawler Ranges', 'LOCATED_IN', 'Australia'), ('Gawler Ranges', 'LOCATED_IN', 'South Australia'), ('Gawler Ranges', 'LOCATED_IN', 'South Australia'), ('Gawler Ranges National Park', 'LOCATED_IN', 'Australia'), ('Gawler Ranges National Park', 'LOCATED_IN', 'South Australia'), ('Gawler Ranges National Park', 'LOCATED_IN', 'South Australia')]
('Gawler Ranges National Park', 'LOCATED_IN', 'Gawler Ranges');False;;True;[('Gawler Ranges', 'label', 'Gawler Ranges'), ('Gawler Ranges', 'alternative label', 'Gawler Ranges, South Australia'), ('Gawler Ranges', 'alternative label', 'Gawler Ranges, South Australia, Australia'), ('Gawler Ranges', 'Commons category', 'Gawler Ranges'), ('Gawler Ranges', 'LOCATED_IN', 'Australia'), ('Gawler Ranges', 'LOCATED_IN', 'South Australia'), ('Gawler Ranges', 'LOCATED_IN', 'South Australia'), ('Gawler Ranges', 'label', 'Gawler Ranges'), ('Gawler Ranges', 'alternative label', 'Gawler Ranges, South Australia'), ('Gawler Ranges', 'alternative label', 'Gawler Ranges, South Australia, Australia'), ('Gawler Ranges', 'Commons category', 'Gawler Ranges'), ('Gawler Ranges', 'LOCATED_IN', 'Australia'), ('Gawler Ranges', 'LOCATED_IN', 'South Australia'), ('Gawler Ranges', 'LOCATED_IN', 'South Australia'), ('Gawler Ranges National Park', 'label', 'Gawler Ranges National Park'), ('Gawler Ranges National Park', 'alternative label', 'Gawler Ranges N.P.'), ('Gawler Ranges National Park', 'LOCATED_IN', 'Australia'), ('Gawler Ranges National Park', 'LOCATED_IN', 'South Australia'), ('Gawler Ranges National Park', 'LOCATED_IN', 'South Australia'), ('Gawler Ranges National Park', 'Commons category', 'Gawler Ranges National Park')]
