triple;exact_accuracy;gold_triple_exact;partial_accuracyV2;gold_triple_partialV2
('Budithi Bell And Brass Craft', 'GEOGRAPHICAL_INDICATION', 'Andhra Pradesh');False;;True;[('Budithi Bell and Brass Craft', 'area', 'Budithi, Srikakulam district, Andhra Pradesh'), ('Budithi Bell and Brass Craft', 'subject', 'Culture of Andhra Pradesh'), ('Budithi Bell and Brass Craft', 'subject', 'Geographical indications in Andhra Pradesh'), ('Budithi Bell and Brass Craft', 'wikiPageWikiLink', 'Culture of Andhra Pradesh'), ('Budithi Bell and Brass Craft', 'wikiPageWikiLink', 'Andhra Pradesh'), ('Budithi Bell and Brass Craft', 'wikiPageWikiLink', 'Geographical indications in Andhra Pradesh')]
('Highway 10', 'PASSES_THROUGH', 'Halabisah');False;;False;
('Highway 11', 'PASSES_THROUGH', 'Halabisah');False;;False;
('Highway 12', 'PASSES_THROUGH', 'Halabisah');False;;False;
('Siege Of Fallujah', 'OCCURRED_IN', 'Halabisah');False;;True;[('Siege of Fallujah', 'OCCURRED_IN', '2016'), ('Siege of Fallujah', 'OCCURRED_IN', '2016')]
('Iraqi Army', 'FOUGHT', 'Isil');False;;False;
('Coalition Warplanes', 'BOMBED', 'Isil');False;;False;
('Third Battle Of Fallujah', 'OCCURRED_IN', 'Halabisah');False;;True;[('Third Battle of Fallujah', 'OCCURRED_IN', '2016'), ('Third Battle of Fallujah', 'OCCURRED_IN', '2016'), ('Third Battle of Fallujah', 'OCCURRED_IN', '2016'), ('Third Battle of Fallujah', 'OCCURRED_IN', '2016'), ('Third Battle of Fallujah', 'OCCURRED_IN', '2016'), ('Third Battle of Fallujah', 'OCCURRED_IN', '2017'), ('Third Battle of Fallujah', 'OCCURRED_IN', '2017'), ('Third Battle of Fallujah', 'OCCURRED_IN', '2016'), ('Third Battle of Fallujah', 'OCCURRED_IN', '2017'), ('Third Battle of Fallujah', 'OCCURRED_IN', '2017'), ('Third Battle of Fallujah', 'OCCURRED_IN', '2017'), ('Third Battle of Fallujah', 'OCCURRED_IN', '2016'), ('Third Battle of Fallujah', 'OCCURRED_IN', '2017'), ('Third Battle of Fallujah', 'OCCURRED_IN', '2015'), ('Third Battle of Fallujah', 'OCCURRED_IN', '2017'), ('Third Battle of Fallujah', 'OCCURRED_IN', '2016'), ('Third Battle of Fallujah', 'OCCURRED_IN', '2017'), ('Third Battle of Fallujah', 'OCCURRED_IN', '2016'), ('Third Battle of Fallujah', 'OCCURRED_IN', '2014'), ('Third Battle of Fallujah', 'OCCURRED_IN', '2016'), ('Third Battle of Fallujah', 'OCCURRED_IN', '2015'), ('Third Battle of Fallujah', 'OCCURRED_IN', '2016'), ('Third Battle of Fallujah', 'OCCURRED_IN', '2016'), ('Third Battle of Fallujah', 'OCCURRED_IN', '2017'), ('Third Battle of Fallujah', 'OCCURRED_IN', '2017'), ('Third Battle of Fallujah', 'OCCURRED_IN', '2017'), ('Third Battle of Fallujah', 'OCCURRED_IN', '2017'), ('Third Battle of Fallujah', 'OCCURRED_IN', '2017'), ('Third Battle of Fallujah', 'OCCURRED_IN', '2016'), ('Third Battle of Fallujah', 'wikiPageWikiLink', 'Halabisa'), ('Third Battle of Fallujah', 'OCCURRED_IN', '2016'), ('Third Battle of Fallujah', 'OCCURRED_IN', '2016'), ('Third Battle of Fallujah', 'OCCURRED_IN', '۲۰۱۶'), ('Third Battle of Fallujah', 'OCCURRED_IN', '2016'), ('Third Battle of Fallujah', 'OCCURRED_IN', '2016'), ('Third Battle of Fallujah', 'OCCURRED_IN', '2016'), ('Third Battle of Fallujah', 'OCCURRED_IN', '۲۰۱۶'), ('Third Battle of Fallujah', 'OCCURRED_IN', '2016'), ('Third Battle of Fallujah', 'OCCURRED_IN', '2016'), ('Third Battle of Fallujah', 'OCCURRED_IN', '2016'), ('Third Battle of Fallujah', 'OCCURRED_IN', '2016'), ('Third Battle of Fallujah', 'OCCURRED_IN', '2016'), ('Third Battle of Fallujah', 'OCCURRED_IN', '2016'), ('Third Battle of Fallujah', 'OCCURRED_IN', '2016'), ('Third Battle of Fallujah', 'OCCURRED_IN', '2015'), ('Third Battle of Fallujah', 'OCCURRED_IN', '2017')]
('Apollodorus Of Cyrene', 'CITED_IN', 'Etymologicum Magnum');False;;True;[('Apollodorus of Cyrene', 'comment', 'Apollodorus of Cyrene (Greek: Ἀπολλόδωρος ὁ Κυρηναῖος) was a grammarian of ancient Greece, who was often cited by other Greek grammarians, as by the Scholiast on Euripides, in the Etymologicum Magnum, and in the Suda. From Athenaeus it would seem that he wrote a work on drinking vessels (ποτήρια), and if we may believe the authority of the 16th-century Italian mythographer Natalis Comes, he also wrote a work on the gods, but this may possibly be a confusion of this Apollodorus with the celebrated grammarian and mythographer Apollodorus of Athens.'), ('Apollodorus of Cyrene', 'abstract', 'Apollodorus of Cyrene (Greek: Ἀπολλόδωρος ὁ Κυρηναῖος) was a grammarian of ancient Greece, who was often cited by other Greek grammarians, as by the Scholiast on Euripides, in the Etymologicum Magnum, and in the Suda. From Athenaeus it would seem that he wrote a work on drinking vessels (ποτήρια), and if we may believe the authority of the 16th-century Italian mythographer Natalis Comes, he also wrote a work on the gods, but this may possibly be a confusion of this Apollodorus with the celebrated grammarian and mythographer Apollodorus of Athens.'), ('Apollodorus of Cyrene', 'wikiPageWikiLink', 'Etymologicum Magnum')]
('Apollodorus Of Cyrene', 'CITED_IN', 'Suda');False;;True;[('Apollodorus of Cyrene', 'comment', 'Apollodorus of Cyrene (Greek: Ἀπολλόδωρος ὁ Κυρηναῖος) was a grammarian of ancient Greece, who was often cited by other Greek grammarians, as by the Scholiast on Euripides, in the Etymologicum Magnum, and in the Suda. From Athenaeus it would seem that he wrote a work on drinking vessels (ποτήρια), and if we may believe the authority of the 16th-century Italian mythographer Natalis Comes, he also wrote a work on the gods, but this may possibly be a confusion of this Apollodorus with the celebrated grammarian and mythographer Apollodorus of Athens.'), ('Apollodorus of Cyrene', 'abstract', 'Apollodorus of Cyrene (Greek: Ἀπολλόδωρος ὁ Κυρηναῖος) was a grammarian of ancient Greece, who was often cited by other Greek grammarians, as by the Scholiast on Euripides, in the Etymologicum Magnum, and in the Suda. From Athenaeus it would seem that he wrote a work on drinking vessels (ποτήρια), and if we may believe the authority of the 16th-century Italian mythographer Natalis Comes, he also wrote a work on the gods, but this may possibly be a confusion of this Apollodorus with the celebrated grammarian and mythographer Apollodorus of Athens.'), ('Apollodorus of Cyrene', 'wikiPageWikiLink', 'Suda')]
('Apollodorus Of Cyrene', 'AUTHOR', 'Work On Drinking Vessels');False;;True;[('Apollodorus of Cyrene', 'comment', 'Apollodorus of Cyrene (Greek: Ἀπολλόδωρος ὁ Κυρηναῖος) was a grammarian of ancient Greece, who was often cited by other Greek grammarians, as by the Scholiast on Euripides, in the Etymologicum Magnum, and in the Suda. From Athenaeus it would seem that he wrote a work on drinking vessels (ποτήρια), and if we may believe the authority of the 16th-century Italian mythographer Natalis Comes, he also wrote a work on the gods, but this may possibly be a confusion of this Apollodorus with the celebrated grammarian and mythographer Apollodorus of Athens.'), ('Apollodorus of Cyrene', 'author', 'WS'), ('Apollodorus of Cyrene', 'abstract', 'Apollodorus of Cyrene (Greek: Ἀπολλόδωρος ὁ Κυρηναῖος) was a grammarian of ancient Greece, who was often cited by other Greek grammarians, as by the Scholiast on Euripides, in the Etymologicum Magnum, and in the Suda. From Athenaeus it would seem that he wrote a work on drinking vessels (ποτήρια), and if we may believe the authority of the 16th-century Italian mythographer Natalis Comes, he also wrote a work on the gods, but this may possibly be a confusion of this Apollodorus with the celebrated grammarian and mythographer Apollodorus of Athens.')]
('Apollodorus Of Cyrene', 'AUTHOR', 'Work On The Gods');False;;True;[('Apollodorus of Cyrene', 'comment', 'Apollodorus of Cyrene (Greek: Ἀπολλόδωρος ὁ Κυρηναῖος) was a grammarian of ancient Greece, who was often cited by other Greek grammarians, as by the Scholiast on Euripides, in the Etymologicum Magnum, and in the Suda. From Athenaeus it would seem that he wrote a work on drinking vessels (ποτήρια), and if we may believe the authority of the 16th-century Italian mythographer Natalis Comes, he also wrote a work on the gods, but this may possibly be a confusion of this Apollodorus with the celebrated grammarian and mythographer Apollodorus of Athens.'), ('Apollodorus of Cyrene', 'author', 'WS'), ('Apollodorus of Cyrene', 'abstract', 'Apollodorus of Cyrene (Greek: Ἀπολλόδωρος ὁ Κυρηναῖος) was a grammarian of ancient Greece, who was often cited by other Greek grammarians, as by the Scholiast on Euripides, in the Etymologicum Magnum, and in the Suda. From Athenaeus it would seem that he wrote a work on drinking vessels (ποτήρια), and if we may believe the authority of the 16th-century Italian mythographer Natalis Comes, he also wrote a work on the gods, but this may possibly be a confusion of this Apollodorus with the celebrated grammarian and mythographer Apollodorus of Athens.')]
('Work On The Gods', 'POSSIBLE_CONFUSION_WITH', 'Apollodorus Of Athens');False;;False;
('Apollodorus Of Cyrene', 'MENTIONED_BY', 'Athenaeus');False;;True;[('Apollodorus of Cyrene', 'comment', 'Apollodorus of Cyrene (Greek: Ἀπολλόδωρος ὁ Κυρηναῖος) was a grammarian of ancient Greece, who was often cited by other Greek grammarians, as by the Scholiast on Euripides, in the Etymologicum Magnum, and in the Suda. From Athenaeus it would seem that he wrote a work on drinking vessels (ποτήρια), and if we may believe the authority of the 16th-century Italian mythographer Natalis Comes, he also wrote a work on the gods, but this may possibly be a confusion of this Apollodorus with the celebrated grammarian and mythographer Apollodorus of Athens.'), ('Apollodorus of Cyrene', 'abstract', 'Apollodorus of Cyrene (Greek: Ἀπολλόδωρος ὁ Κυρηναῖος) was a grammarian of ancient Greece, who was often cited by other Greek grammarians, as by the Scholiast on Euripides, in the Etymologicum Magnum, and in the Suda. From Athenaeus it would seem that he wrote a work on drinking vessels (ποτήρια), and if we may believe the authority of the 16th-century Italian mythographer Natalis Comes, he also wrote a work on the gods, but this may possibly be a confusion of this Apollodorus with the celebrated grammarian and mythographer Apollodorus of Athens.'), ('Apollodorus of Cyrene', 'wikiPageWikiLink', 'Athenaeus')]
('Apollodorus Of Cyrene', 'MENTIONED_BY', 'Natalis Comes');False;;True;[('Apollodorus of Cyrene', 'comment', 'Apollodorus of Cyrene (Greek: Ἀπολλόδωρος ὁ Κυρηναῖος) was a grammarian of ancient Greece, who was often cited by other Greek grammarians, as by the Scholiast on Euripides, in the Etymologicum Magnum, and in the Suda. From Athenaeus it would seem that he wrote a work on drinking vessels (ποτήρια), and if we may believe the authority of the 16th-century Italian mythographer Natalis Comes, he also wrote a work on the gods, but this may possibly be a confusion of this Apollodorus with the celebrated grammarian and mythographer Apollodorus of Athens.'), ('Apollodorus of Cyrene', 'abstract', 'Apollodorus of Cyrene (Greek: Ἀπολλόδωρος ὁ Κυρηναῖος) was a grammarian of ancient Greece, who was often cited by other Greek grammarians, as by the Scholiast on Euripides, in the Etymologicum Magnum, and in the Suda. From Athenaeus it would seem that he wrote a work on drinking vessels (ποτήρια), and if we may believe the authority of the 16th-century Italian mythographer Natalis Comes, he also wrote a work on the gods, but this may possibly be a confusion of this Apollodorus with the celebrated grammarian and mythographer Apollodorus of Athens.'), ('Apollodorus of Cyrene', 'wikiPageWikiLink', 'Natalis Comes')]
('Star Wars: Princess Leia', 'CENTERS_ON', 'Princess Leia');False;;True;[('Star Wars: Princess Leia', 'label', 'Star Wars: Princess Leia'), ('Star Wars: Princess Leia', 'name', 'Star Wars: Princess Leia'), ('Star Wars: Princess Leia', 'title', 'Star Wars: Princess Leia'), ('Star Wars: Princess Leia', 'tpb', 'Star Wars: Princess Leia'), ('Star Wars: Princess Leia', 'differentFrom', 'Princess Leia'), ('Star Wars: Princess Leia', 'wikiPageWikiLink', 'Princess Leia'), ('Star Wars: Princess Leia', 'sameAs', 'Star Wars: Princess Leia'), ('Star Wars: Princess Leia', 'wasDerivedFrom', 'Star Wars: Princess Leia?oldid=1088436938&ns=0'), ('Star Wars: Princess Leia', 'isPrimaryTopicOf', 'Star Wars: Princess Leia')]
('Princess Leia', 'COLLABORATES_WITH', 'Evaan Verlaine');False;;False;
('Princess Leia', 'ATTEMPTS_TO_RESCUE_SURVIVORS_FROM', 'Alderaan');False;;True;[('Star Wars: Princess Leia', 'wikiPageWikiLink', 'Alderaan')]
('Alderaan', 'DESTROYED_BY', 'Empire');False;;False;
('Star Wars: Princess Leia', 'WRITER', 'Mark Waid');True;[('Star Wars: Princess Leia', 'writers', 'Mark Waid'), ('Star Wars: Princess Leia', 'writer', 'Mark Waid')];True;[('Star Wars: Princess Leia', 'subject', 'Comics by Mark Waid'), ('Star Wars: Princess Leia', 'wikiPageWikiLink', 'Comics by Mark Waid'), ('Star Wars: Princess Leia', 'wikiPageWikiLink', 'Mark Waid'), ('Star Wars: Princess Leia', 'writers', 'Mark Waid'), ('Star Wars: Princess Leia', 'WRITTEN_BY', 'Mark Waid'), ('Star Wars: Princess Leia', 'writer', 'Mark Waid')]
('Star Wars: Princess Leia', 'ARTIST', 'Terry Dodson');True;[('Star Wars: Princess Leia', 'artists', 'Terry Dodson')];True;[('Star Wars: Princess Leia', 'limited', 'Y'), ('Star Wars: Princess Leia', 'scifi', 'Y'), ('Star Wars: Princess Leia', 'wikiPageWikiLink', 'Terry Dodson'), ('Star Wars: Princess Leia', 'CREATED_BY', 'Terry Dodson'), ('Star Wars: Princess Leia', 'artists', 'Terry Dodson')]
('Star Wars: Princess Leia', 'COLORIST', 'Jordie Bellaire');True;[('Star Wars: Princess Leia', 'colorists', 'Jordie Bellaire')];True;[('Star Wars: Princess Leia', 'wikiPageWikiLink', 'Jordie Bellaire'), ('Star Wars: Princess Leia', 'colorists', 'Jordie Bellaire')]
"('Evangelia Chatziefraimoglou', 'MEMBER', ""Greece Women'S National Volleyball Team"")";False;;True;"[('Evangelia Chatziefraimoglou', 'PART_OF', 'Greece'), ('Evangelia Chatziefraimoglou', 'nationalteam', 'Greece'), ('Evangelia Chatziefraimoglou', 'wikiPageWikiLink', 'Greece'), ('Evangelia Chatziefraimoglou', 'wikiPageWikiLink', ""Greece women's national volleyball team""), ('Evangelia Chatziefraimoglou', 'wikiPageWikiLink', 'Volleyball'), ('Evangelia Chatziefraimoglou', 'HAS_NATIONALITY', 'Greece'), ('Evangelia Chatziefraimoglou', 'nationality', 'Greece'), ('Evangelia Chatziefraimoglou', 'PLAYS_FOR', ""Greece women's national volleyball team""), ('Evangelia Chatziefraimoglou', 'nationalTeam', ""Greece women's national volleyball team""), ('Evangelia Chatziefraimoglou', 'HAS_NATIONALITY', 'Greece'), ('Evangelia Chatziefraimoglou', 'nationality', 'Greece')]"
('Evangelia Chatziefraimoglou', 'PARTICIPANT', '2005 Mediterranean Games');False;;True;[('Evangelia Chatziefraimoglou', 'OCCURRED_IN', '2005'), ('Evangelia Chatziefraimoglou', 'OCCURRED_IN', '2005'), ('Evangelia Chatziefraimoglou', 'OCCURRED_IN', '2005')]
('Evangelia Chatziefraimoglou', 'MEDALIST', '2005 Mediterranean Games');False;;True;[('Evangelia Chatziefraimoglou', 'OCCURRED_IN', '2005'), ('Evangelia Chatziefraimoglou', 'OCCURRED_IN', '2005'), ('Evangelia Chatziefraimoglou', 'OCCURRED_IN', '2005')]
"('Evangelia Chatziefraimoglou', 'PARTICIPANT', ""2006 Fivb Volleyball Women'S World Championship"")";False;;True;[('Evangelia Chatziefraimoglou', 'OCCURRED_IN', '2006'), ('Evangelia Chatziefraimoglou', 'wikiPageWikiLink', 'Volleyball')]
('Evangelia Chatziefraimoglou', 'MEMBER', 'Olympiacos Piraeus');False;;False;
"('Olympiacos Piraeus', 'PARTICIPANT', ""2007-2008 Cev Women'S Challenge Cup"")";False;;False;
('Hugh Christopher Corvin', 'CHILD_OF', 'Peter Corvin');False;;False;
('Hugh Christopher Corvin', 'CHILD_OF', 'Lucy Mooney');False;;False;
('Hugh Christopher Corvin', 'EMPLOYEE', 'Inland Revenue');False;;True;[('Hugh Corvin', 'wikiPageWikiLink', 'Inland Revenue')]
('Hugh Christopher Corvin', 'MEMBER', 'Gaelic League');False;;True;[('Hugh Corvin', 'wikiPageWikiLink', 'Gaelic League')]
('Hugh Christopher Corvin', 'MEMBER', 'Irish Volunteers');False;;True;[('Hugh Corvin', 'wikiPageWikiLink', 'Irish Volunteers')]
('Hugh Christopher Corvin', 'PARTICIPANT', 'Easter Rising');False;;True;[('Hugh Corvin', 'subject', 'People of the Easter Rising'), ('Hugh Corvin', 'wikiPageWikiLink', 'People of the Easter Rising'), ('Hugh Corvin', 'wikiPageWikiLink', 'Easter Rising')]
('Hugh Christopher Corvin', 'PARTICIPANT', 'Irish War Of Independence');False;;True;[('Hugh Corvin', 'wikiPageWikiLink', 'Irish War of Independence')]
('Hugh Christopher Corvin', 'BASED_IN', 'Galway');False;;True;[('Hugh Corvin', 'wikiPageWikiLink', 'Galway')]
('Hugh Christopher Corvin', 'BASED_IN', 'Belfast');False;;True;[('Hugh Corvin', 'title', 'Officer Commanding the Belfast Brigade of the Irish Republican Army'), ('Hugh Corvin', 'subject', 'Politicians from Belfast'), ('Hugh Corvin', 'wikiPageWikiLink', 'Belfast Falls (Northern Ireland Parliament constituency)'), ('Hugh Corvin', 'wikiPageWikiLink', 'Belfast North (UK Parliament constituency)'), ('Hugh Corvin', 'wikiPageWikiLink', 'Belfast'), ('Hugh Corvin', 'wikiPageWikiLink', 'Politicians from Belfast')]
('Hugh Christopher Corvin', 'QUARTERMASTER', 'Irish Republican Army');False;;True;[('Hugh Corvin', 'title', 'Officer Commanding the Belfast Brigade of the Irish Republican Army'), ('Hugh Corvin', 'wikiPageWikiLink', 'Irish republican')]
('Hugh Christopher Corvin', 'OPPONENT', 'Anglo-Irish Treaty');False;;True;[('Hugh Corvin', 'wikiPageWikiLink', 'Anglo-Irish Treaty')]
('Hugh Christopher Corvin', 'SECRETARY', 'Irish Republican Army');False;;True;[('Hugh Corvin', 'title', 'Officer Commanding the Belfast Brigade of the Irish Republican Army'), ('Hugh Corvin', 'wikiPageWikiLink', 'Irish republican')]
('Hugh Christopher Corvin', 'WORKED_ON_RETURNS_OF', 'Ulster Unionist Party');False;;True;[('Hugh Corvin', 'wikiPageWikiLink', 'Ulster Unionist Party')]
('Hugh Christopher Corvin', 'ARRESTED_BY_ORDER_OF', 'Dawson Bates');False;;True;[('Hugh Corvin', 'wikiPageWikiLink', 'Dawson Bates')]
('Hugh Christopher Corvin', 'INTERNED', 'Larne');False;;True;[('Hugh Corvin', 'wikiPageWikiLink', 'Larne')]
('Hugh Christopher Corvin', 'INTERNED', 'Derry Gaol');False;;True;[('Hugh Corvin', 'wikiPageWikiLink', 'Derry Gaol')]
('Hugh Christopher Corvin', 'LEADER_ALONGSIDE', 'Dan Turley');False;;True;[('Hugh Corvin', 'wikiPageWikiLink', 'Dan Turley'), ('Hugh Corvin', 'after', 'Dan Turley')]
('Hugh Christopher Corvin', 'CANDIDATE', 'Sinn Féin');False;;True;[('Hugh Corvin', 'subject', 'Sinn Féin parliamentary candidates'), ('Hugh Corvin', 'wikiPageWikiLink', 'Sinn Féin parliamentary candidates')]
('Hugh Christopher Corvin', 'FOUNDER', 'Corvin & Co');False;;False;
('Hugh Christopher Corvin', 'RESIDENCE', 'Antrim Road');False;;False;
('Hugh Christopher Corvin', 'ACTIVE_MEMBER', 'Gaelic Athletic Association');False;;True;[('Hugh Corvin', 'wikiPageWikiLink', 'Gaelic Athletic Association')]
('Hugh Christopher Corvin', 'PRESIDENT', 'Gaelic League');False;;True;[('Hugh Corvin', 'wikiPageWikiLink', 'Gaelic League')]
('Hugh Christopher Corvin', 'SECRETARY', 'Gaelic League');False;;True;[('Hugh Corvin', 'wikiPageWikiLink', 'Gaelic League')]
('Hugh Christopher Corvin', 'TREASURER', 'Gaelic League');False;;True;[('Hugh Corvin', 'wikiPageWikiLink', 'Gaelic League')]
('Hugh Christopher Corvin', 'SUPPORTER', 'Fianna Fáil');False;;True;[('Hugh Corvin', 'wikiPageWikiLink', 'Fianna Fáil')]
('Hugh Christopher Corvin', 'LEADING_FIGURE', 'Northern Council For Unity');False;;True;[('Hugh Corvin', 'wikiPageWikiLink', 'Northern Council for Unity')]
('Hugh Christopher Corvin', 'ELECTION_AGENT', 'Eamon Donnelly');False;;True;[('Hugh Corvin', 'wikiPageWikiLink', 'Eamon Donnelly')]
('Hugh Christopher Corvin', 'CANDIDATE', 'British House Of Commons');False;;True;[('Hugh Corvin', 'wikiPageWikiLink', 'British House of Commons'), ('Hugh Corvin', 'wikiPageWikiLink', 'Northern Ireland House of Commons')]
('Hugh Christopher Corvin', 'PARTICIPANT', 'World War Ii');False;;False;
('Hugh Christopher Corvin', 'ORGANIZER', 'Green Cross Fund');False;;False;
('Hugh Christopher Corvin', 'PALL_BEARER', 'Seán Mccaughey');False;;True;[('Hugh Corvin', 'wikiPageWikiLink', 'Seán McCaughey')]
('Hugh Christopher Corvin', 'PARENT_OF', 'Donal Corvin');False;;False;
('Warren Nature Reserve', 'OWNED_BY', 'Wycombe District Council');False;;True;[('Warren Nature Reserve', 'comment', 'Warren Nature Reserve is a 2.3 hectares (5.7 acres) Local Nature Reserve in Wooburn in Buckinghamshire. It is owned by Wycombe District Council and managed by the council together with Wooburn and Bourne End parish council. The River Wye runs along the north-west border of the site, providing a habitat for birds such as mallards, herons and kingfishers. The reserve is wooded with a variety of trees such as ash, lime and oak. Animals include badgers, voles, grass snakes, muntjac deer and bats. There is access from Wooburn Park and the road called Wooburn Manor Park'), ('Warren Nature Reserve', 'abstract', 'Warren Nature Reserve is a 2.3 hectares (5.7 acres) Local Nature Reserve in Wooburn in Buckinghamshire. It is owned by Wycombe District Council and managed by the council together with Wooburn and Bourne End parish council. The River Wye runs along the north-west border of the site, providing a habitat for birds such as mallards, herons and kingfishers. The reserve is wooded with a variety of trees such as ash, lime and oak. Animals include badgers, voles, grass snakes, muntjac deer and bats. There is access from Wooburn Park and the road called Wooburn Manor Park Wikimedia Commons has media related to Warren Nature Reserve.'), ('Warren Nature Reserve', 'wikiPageWikiLink', 'Wycombe District Council')]
('Warren Nature Reserve', 'MANAGED_BY', 'Wycombe District Council');False;;True;[('Warren Nature Reserve', 'comment', 'Warren Nature Reserve is a 2.3 hectares (5.7 acres) Local Nature Reserve in Wooburn in Buckinghamshire. It is owned by Wycombe District Council and managed by the council together with Wooburn and Bourne End parish council. The River Wye runs along the north-west border of the site, providing a habitat for birds such as mallards, herons and kingfishers. The reserve is wooded with a variety of trees such as ash, lime and oak. Animals include badgers, voles, grass snakes, muntjac deer and bats. There is access from Wooburn Park and the road called Wooburn Manor Park'), ('Warren Nature Reserve', 'abstract', 'Warren Nature Reserve is a 2.3 hectares (5.7 acres) Local Nature Reserve in Wooburn in Buckinghamshire. It is owned by Wycombe District Council and managed by the council together with Wooburn and Bourne End parish council. The River Wye runs along the north-west border of the site, providing a habitat for birds such as mallards, herons and kingfishers. The reserve is wooded with a variety of trees such as ash, lime and oak. Animals include badgers, voles, grass snakes, muntjac deer and bats. There is access from Wooburn Park and the road called Wooburn Manor Park Wikimedia Commons has media related to Warren Nature Reserve.'), ('Warren Nature Reserve', 'wikiPageWikiLink', 'Wycombe District Council')]
('Warren Nature Reserve', 'MANAGED_BY', 'Wooburn And Bourne End Parish Council');False;;True;[('Warren Nature Reserve', 'comment', 'Warren Nature Reserve is a 2.3 hectares (5.7 acres) Local Nature Reserve in Wooburn in Buckinghamshire. It is owned by Wycombe District Council and managed by the council together with Wooburn and Bourne End parish council. The River Wye runs along the north-west border of the site, providing a habitat for birds such as mallards, herons and kingfishers. The reserve is wooded with a variety of trees such as ash, lime and oak. Animals include badgers, voles, grass snakes, muntjac deer and bats. There is access from Wooburn Park and the road called Wooburn Manor Park'), ('Warren Nature Reserve', 'abstract', 'Warren Nature Reserve is a 2.3 hectares (5.7 acres) Local Nature Reserve in Wooburn in Buckinghamshire. It is owned by Wycombe District Council and managed by the council together with Wooburn and Bourne End parish council. The River Wye runs along the north-west border of the site, providing a habitat for birds such as mallards, herons and kingfishers. The reserve is wooded with a variety of trees such as ash, lime and oak. Animals include badgers, voles, grass snakes, muntjac deer and bats. There is access from Wooburn Park and the road called Wooburn Manor Park Wikimedia Commons has media related to Warren Nature Reserve.'), ('Warren Nature Reserve', 'wikiPageWikiLink', 'Wooburn'), ('Warren Nature Reserve', 'wikiPageWikiLink', 'Wooburn and Bourne End')]
('River Wye', 'BORDERS', 'Warren Nature Reserve');False;;False;
('River Wye', 'HABITAT_FOR', 'Mallards');False;;False;
('River Wye', 'HABITAT_FOR', 'Herons');False;;False;
('River Wye', 'HABITAT_FOR', 'Kingfishers');False;;False;
('Warren Nature Reserve', 'CONTAINS', 'Ash');False;;True;[('Warren Nature Reserve', 'comment', 'Warren Nature Reserve is a 2.3 hectares (5.7 acres) Local Nature Reserve in Wooburn in Buckinghamshire. It is owned by Wycombe District Council and managed by the council together with Wooburn and Bourne End parish council. The River Wye runs along the north-west border of the site, providing a habitat for birds such as mallards, herons and kingfishers. The reserve is wooded with a variety of trees such as ash, lime and oak. Animals include badgers, voles, grass snakes, muntjac deer and bats. There is access from Wooburn Park and the road called Wooburn Manor Park'), ('Warren Nature Reserve', 'abstract', 'Warren Nature Reserve is a 2.3 hectares (5.7 acres) Local Nature Reserve in Wooburn in Buckinghamshire. It is owned by Wycombe District Council and managed by the council together with Wooburn and Bourne End parish council. The River Wye runs along the north-west border of the site, providing a habitat for birds such as mallards, herons and kingfishers. The reserve is wooded with a variety of trees such as ash, lime and oak. Animals include badgers, voles, grass snakes, muntjac deer and bats. There is access from Wooburn Park and the road called Wooburn Manor Park Wikimedia Commons has media related to Warren Nature Reserve.')]
('Warren Nature Reserve', 'CONTAINS', 'Lime');False;;True;[('Warren Nature Reserve', 'comment', 'Warren Nature Reserve is a 2.3 hectares (5.7 acres) Local Nature Reserve in Wooburn in Buckinghamshire. It is owned by Wycombe District Council and managed by the council together with Wooburn and Bourne End parish council. The River Wye runs along the north-west border of the site, providing a habitat for birds such as mallards, herons and kingfishers. The reserve is wooded with a variety of trees such as ash, lime and oak. Animals include badgers, voles, grass snakes, muntjac deer and bats. There is access from Wooburn Park and the road called Wooburn Manor Park'), ('Warren Nature Reserve', 'abstract', 'Warren Nature Reserve is a 2.3 hectares (5.7 acres) Local Nature Reserve in Wooburn in Buckinghamshire. It is owned by Wycombe District Council and managed by the council together with Wooburn and Bourne End parish council. The River Wye runs along the north-west border of the site, providing a habitat for birds such as mallards, herons and kingfishers. The reserve is wooded with a variety of trees such as ash, lime and oak. Animals include badgers, voles, grass snakes, muntjac deer and bats. There is access from Wooburn Park and the road called Wooburn Manor Park Wikimedia Commons has media related to Warren Nature Reserve.')]
('Warren Nature Reserve', 'CONTAINS', 'Oak');False;;True;[('Warren Nature Reserve', 'comment', 'Warren Nature Reserve is a 2.3 hectares (5.7 acres) Local Nature Reserve in Wooburn in Buckinghamshire. It is owned by Wycombe District Council and managed by the council together with Wooburn and Bourne End parish council. The River Wye runs along the north-west border of the site, providing a habitat for birds such as mallards, herons and kingfishers. The reserve is wooded with a variety of trees such as ash, lime and oak. Animals include badgers, voles, grass snakes, muntjac deer and bats. There is access from Wooburn Park and the road called Wooburn Manor Park'), ('Warren Nature Reserve', 'abstract', 'Warren Nature Reserve is a 2.3 hectares (5.7 acres) Local Nature Reserve in Wooburn in Buckinghamshire. It is owned by Wycombe District Council and managed by the council together with Wooburn and Bourne End parish council. The River Wye runs along the north-west border of the site, providing a habitat for birds such as mallards, herons and kingfishers. The reserve is wooded with a variety of trees such as ash, lime and oak. Animals include badgers, voles, grass snakes, muntjac deer and bats. There is access from Wooburn Park and the road called Wooburn Manor Park Wikimedia Commons has media related to Warren Nature Reserve.')]
