triple;exact_accuracy;gold_triple_exact;partial_accuracyV2;gold_triple_partialV2
('Pygmalion and the Image series', 'CREATED', 'Pygmalion');False;;True;"[('Pygmalion', 'PART_OF', 'Pygmalion and Galatea'), ('Pygmalion', 'part of', 'Pygmalion and Galatea'), ('Pygmalion', ""topic's main category"", 'Category:Pygmalion'), ('Pygmalion', 'label', 'Pygmalion'), ('Pygmalion', 'different from', 'Pygmalion'), ('Pygmalion', 'derivative work', 'Pygmalion'), ('Pygmalion', 'Commons category', 'Pygmalion (Rousseau)'), ('Pygmalion', 'title', 'Pygmalion '), ('Pygmalion', ""topic's main category"", 'Category:Pygmalion (Shaw)'), ('Pygmalion', 'title', 'Pygmalion'), ('Pygmalion', 'BASED_ON', 'Pygmalion'), ('Pygmalion', 'based on', 'Pygmalion'), ('Pygmalion', 'Commons category', 'Pygmalion and Galatea'), ('Pygmalion', 'Hederich encyclopedia article', 'Pygmalion'), ('Pygmalion', 'Commons category', 'Pygmalion (Shaw)'), ('Pygmalion', 'spoken text audio', 'https://commons.wikimedia.org/wiki/File:Hy-%D5%8A%D5%AB%D5%A3%D5%B4%D5%A1%D5%AC%D5%AB%D5%B8%D5%B6_(%D5%BA%D5%AB%D5%A5%D5%BD)_(Pygmalion_(play)).ogg')]"
('Pygmalion and the Image series', 'CREATED', 'Galatea');False;;True;[('Pygmalion', 'MARRIED_TO', 'Galatea'), ('Pygmalion', 'spouse', 'Galatea'), ('Pygmalion', 'PART_OF', 'Pygmalion and Galatea'), ('Pygmalion', 'part of', 'Pygmalion and Galatea'), ('Pygmalion', 'Commons category', 'Pygmalion and Galatea')]
('Pygmalion and Galatea (Gérôme painting)', 'CREATED', 'Pygmalion');False;;True;"[('Pygmalion and Galatea', 'BASED_ON', 'Pygmalion and Galatea'), ('Pygmalion and Galatea', 'based on', 'Pygmalion and Galatea'), ('Pygmalion and Galatea', 'depicts', 'Pygmalion'), ('Pygmalion and Galatea', 'PART_OF', 'Pygmalion and Galatea by Jean-Léon Gérôme'), ('Pygmalion and Galatea', 'part of', 'Pygmalion and Galatea by Jean-Léon Gérôme'), ('Pygmalion and Galatea', 'main subject', 'Pygmalion and Galatea'), ('Pygmalion and Galatea', 'Commons category', 'Pygmalion and Galatea by Jean-L&#233;on G&#233;r&#244;me (Metropolitan Museum of Art)'), ('Pygmalion and Galatea', 'described at URL', 'http://www.bridgemanimages.com/fr/asset/48357/gerome-jean-leon-1824-1904/pygmalion-and-galatea-oil-on-canvas'), ('Pygmalion and Galatea', 'title', 'Pygmalion et Galat&#233;e '), ('Pygmalion and Galatea', 'has part(s)', 'Pygmalion'), ('Pygmalion and Galatea', 'FEATURES_CHARACTER', 'Pygmalion'), ('Pygmalion and Galatea', 'characters', 'Pygmalion'), ('Pygmalion and Galatea', 'described at URL', 'https://www.clarkart.edu/ArtPiece/Detail/Pygmalion-and-Galatea'), ('Pygmalion and Galatea', 'label', 'Pygmalion and Galatea'), ('Pygmalion and Galatea', 'BASED_ON', 'Pygmalion'), ('Pygmalion and Galatea', 'based on', 'Pygmalion'), ('Pygmalion and Galatea', 'main subject', 'Pygmalion'), ('Pygmalion and Galatea', 'title', 'Pygmalion and Galatea'), ('Pygmalion and Galatea', 'name', 'Pygmalion priant V&#233;nus d&#8217;animer sa statue '), ('Pygmalion', 'PART_OF', 'Pygmalion and Galatea'), ('Pygmalion', 'part of', 'Pygmalion and Galatea'), ('Pygmalion', ""topic's main category"", 'Category:Pygmalion'), ('Pygmalion', 'label', 'Pygmalion'), ('Pygmalion', 'different from', 'Pygmalion'), ('Pygmalion', 'derivative work', 'Pygmalion'), ('Pygmalion', 'Commons category', 'Pygmalion (Rousseau)'), ('Pygmalion', 'title', 'Pygmalion '), ('Pygmalion', ""topic's main category"", 'Category:Pygmalion (Shaw)'), ('Pygmalion', 'title', 'Pygmalion'), ('Pygmalion', 'BASED_ON', 'Pygmalion'), ('Pygmalion', 'based on', 'Pygmalion'), ('Pygmalion', 'Commons category', 'Pygmalion and Galatea'), ('Pygmalion', 'Hederich encyclopedia article', 'Pygmalion'), ('Pygmalion', 'Commons category', 'Pygmalion (Shaw)'), ('Pygmalion', 'spoken text audio', 'https://commons.wikimedia.org/wiki/File:Hy-%D5%8A%D5%AB%D5%A3%D5%B4%D5%A1%D5%AC%D5%AB%D5%B8%D5%B6_(%D5%BA%D5%AB%D5%A5%D5%BD)_(Pygmalion_(play)).ogg'), ('Galatea', 'description', 'statue-cum-human made by Pygmalion of Cyprus in Greek myth')]"
('Pygmalion and Galatea (Gérôme painting)', 'CREATED', 'Galatea');False;;True;"[('Pygmalion and Galatea', 'BASED_ON', 'Pygmalion and Galatea'), ('Pygmalion and Galatea', 'based on', 'Pygmalion and Galatea'), ('Pygmalion and Galatea', 'PART_OF', 'Pygmalion and Galatea by Jean-Léon Gérôme'), ('Pygmalion and Galatea', 'part of', 'Pygmalion and Galatea by Jean-Léon Gérôme'), ('Pygmalion and Galatea', 'main subject', 'Pygmalion and Galatea'), ('Pygmalion and Galatea', 'Commons category', 'Pygmalion and Galatea by Jean-L&#233;on G&#233;r&#244;me (Metropolitan Museum of Art)'), ('Pygmalion and Galatea', 'described at URL', 'http://www.bridgemanimages.com/fr/asset/48357/gerome-jean-leon-1824-1904/pygmalion-and-galatea-oil-on-canvas'), ('Pygmalion and Galatea', 'has part(s)', 'Galatea'), ('Pygmalion and Galatea', 'FEATURES_CHARACTER', 'Galatea'), ('Pygmalion and Galatea', 'characters', 'Galatea'), ('Pygmalion and Galatea', 'depicts', 'Galatea'), ('Pygmalion and Galatea', 'described at URL', 'https://www.clarkart.edu/ArtPiece/Detail/Pygmalion-and-Galatea'), ('Pygmalion and Galatea', 'label', 'Pygmalion and Galatea'), ('Pygmalion and Galatea', 'title', 'Pygmalion and Galatea'), ('Pygmalion', 'MARRIED_TO', 'Galatea'), ('Pygmalion', 'spouse', 'Galatea'), ('Pygmalion', 'PART_OF', 'Pygmalion and Galatea'), ('Pygmalion', 'part of', 'Pygmalion and Galatea'), ('Pygmalion', 'Commons category', 'Pygmalion and Galatea'), ('Galatea', 'PART_OF', 'Acis and Galatea'), ('Galatea', 'part of', 'Acis and Galatea'), ('Galatea', 'said to be the same as', 'Galatea'), ('Galatea', 'different from', 'Galatea'), ('Galatea', 'derivative work', 'Galatea'), ('Galatea', 'Commons category', 'Galatea (nymph)'), ('Galatea', 'native label', 'Galatea '), ('Galatea', 'NAMED_AFTER', 'Galatea'), ('Galatea', 'named after', 'Galatea'), ('Galatea', ""topic's main category"", 'Category:Galatea (moon)'), ('Galatea', 'Commons category', 'Galatea (moon)'), ('Galatea', 'Commons gallery', 'Galatea (moon)'), ('Galatea', 'Commons category', 'Galatea'), ('Galatea', 'label', 'Galatea'), ('Galatea', 'Commons category', 'Galatea station (Catania metro)'), ('Galatea', 'alternative label', 'Galatea station (Catania metro)'), ('Galatea', 'Commons category', ""Raphael's Triumph of Galatea""), ('Galatea', 'title', 'Trionfo di Galatea ')]"
('Pygmalion and Galatea (film)', 'CREATED', 'Pygmalion');False;;True;"[('Pygmalion and Galatea', 'BASED_ON', 'Pygmalion and Galatea'), ('Pygmalion and Galatea', 'based on', 'Pygmalion and Galatea'), ('Pygmalion and Galatea', 'depicts', 'Pygmalion'), ('Pygmalion and Galatea', 'PART_OF', 'Pygmalion and Galatea by Jean-Léon Gérôme'), ('Pygmalion and Galatea', 'part of', 'Pygmalion and Galatea by Jean-Léon Gérôme'), ('Pygmalion and Galatea', 'main subject', 'Pygmalion and Galatea'), ('Pygmalion and Galatea', 'Commons category', 'Pygmalion and Galatea by Jean-L&#233;on G&#233;r&#244;me (Metropolitan Museum of Art)'), ('Pygmalion and Galatea', 'described at URL', 'http://www.bridgemanimages.com/fr/asset/48357/gerome-jean-leon-1824-1904/pygmalion-and-galatea-oil-on-canvas'), ('Pygmalion and Galatea', 'title', 'Pygmalion et Galat&#233;e '), ('Pygmalion and Galatea', 'has part(s)', 'Pygmalion'), ('Pygmalion and Galatea', 'FEATURES_CHARACTER', 'Pygmalion'), ('Pygmalion and Galatea', 'characters', 'Pygmalion'), ('Pygmalion and Galatea', 'described at URL', 'https://www.clarkart.edu/ArtPiece/Detail/Pygmalion-and-Galatea'), ('Pygmalion and Galatea', 'label', 'Pygmalion and Galatea'), ('Pygmalion and Galatea', 'BASED_ON', 'Pygmalion'), ('Pygmalion and Galatea', 'based on', 'Pygmalion'), ('Pygmalion and Galatea', 'main subject', 'Pygmalion'), ('Pygmalion and Galatea', 'title', 'Pygmalion and Galatea'), ('Pygmalion and Galatea', 'name', 'Pygmalion priant V&#233;nus d&#8217;animer sa statue '), ('Pygmalion', 'PART_OF', 'Pygmalion and Galatea'), ('Pygmalion', 'part of', 'Pygmalion and Galatea'), ('Pygmalion', ""topic's main category"", 'Category:Pygmalion'), ('Pygmalion', 'label', 'Pygmalion'), ('Pygmalion', 'different from', 'Pygmalion'), ('Pygmalion', 'derivative work', 'Pygmalion'), ('Pygmalion', 'Commons category', 'Pygmalion (Rousseau)'), ('Pygmalion', 'title', 'Pygmalion '), ('Pygmalion', ""topic's main category"", 'Category:Pygmalion (Shaw)'), ('Pygmalion', 'title', 'Pygmalion'), ('Pygmalion', 'BASED_ON', 'Pygmalion'), ('Pygmalion', 'based on', 'Pygmalion'), ('Pygmalion', 'Commons category', 'Pygmalion and Galatea'), ('Pygmalion', 'Hederich encyclopedia article', 'Pygmalion'), ('Pygmalion', 'Commons category', 'Pygmalion (Shaw)'), ('Pygmalion', 'spoken text audio', 'https://commons.wikimedia.org/wiki/File:Hy-%D5%8A%D5%AB%D5%A3%D5%B4%D5%A1%D5%AC%D5%AB%D5%B8%D5%B6_(%D5%BA%D5%AB%D5%A5%D5%BD)_(Pygmalion_(play)).ogg'), ('Galatea', 'description', 'statue-cum-human made by Pygmalion of Cyprus in Greek myth')]"
('Pygmalion and Galatea (film)', 'CREATED', 'Galatea');False;;True;"[('Pygmalion and Galatea', 'BASED_ON', 'Pygmalion and Galatea'), ('Pygmalion and Galatea', 'based on', 'Pygmalion and Galatea'), ('Pygmalion and Galatea', 'PART_OF', 'Pygmalion and Galatea by Jean-Léon Gérôme'), ('Pygmalion and Galatea', 'part of', 'Pygmalion and Galatea by Jean-Léon Gérôme'), ('Pygmalion and Galatea', 'main subject', 'Pygmalion and Galatea'), ('Pygmalion and Galatea', 'Commons category', 'Pygmalion and Galatea by Jean-L&#233;on G&#233;r&#244;me (Metropolitan Museum of Art)'), ('Pygmalion and Galatea', 'described at URL', 'http://www.bridgemanimages.com/fr/asset/48357/gerome-jean-leon-1824-1904/pygmalion-and-galatea-oil-on-canvas'), ('Pygmalion and Galatea', 'has part(s)', 'Galatea'), ('Pygmalion and Galatea', 'FEATURES_CHARACTER', 'Galatea'), ('Pygmalion and Galatea', 'characters', 'Galatea'), ('Pygmalion and Galatea', 'depicts', 'Galatea'), ('Pygmalion and Galatea', 'described at URL', 'https://www.clarkart.edu/ArtPiece/Detail/Pygmalion-and-Galatea'), ('Pygmalion and Galatea', 'label', 'Pygmalion and Galatea'), ('Pygmalion and Galatea', 'title', 'Pygmalion and Galatea'), ('Pygmalion', 'MARRIED_TO', 'Galatea'), ('Pygmalion', 'spouse', 'Galatea'), ('Pygmalion', 'PART_OF', 'Pygmalion and Galatea'), ('Pygmalion', 'part of', 'Pygmalion and Galatea'), ('Pygmalion', 'Commons category', 'Pygmalion and Galatea'), ('Galatea', 'PART_OF', 'Acis and Galatea'), ('Galatea', 'part of', 'Acis and Galatea'), ('Galatea', 'said to be the same as', 'Galatea'), ('Galatea', 'different from', 'Galatea'), ('Galatea', 'derivative work', 'Galatea'), ('Galatea', 'Commons category', 'Galatea (nymph)'), ('Galatea', 'native label', 'Galatea '), ('Galatea', 'NAMED_AFTER', 'Galatea'), ('Galatea', 'named after', 'Galatea'), ('Galatea', ""topic's main category"", 'Category:Galatea (moon)'), ('Galatea', 'Commons category', 'Galatea (moon)'), ('Galatea', 'Commons gallery', 'Galatea (moon)'), ('Galatea', 'Commons category', 'Galatea'), ('Galatea', 'label', 'Galatea'), ('Galatea', 'Commons category', 'Galatea station (Catania metro)'), ('Galatea', 'alternative label', 'Galatea station (Catania metro)'), ('Galatea', 'Commons category', ""Raphael's Triumph of Galatea""), ('Galatea', 'title', 'Trionfo di Galatea ')]"
('Galatea, or Pygmalion Reversed', 'CREATED', 'Pygmalion');False;;True;"[('Pygmalion', 'PART_OF', 'Pygmalion and Galatea'), ('Pygmalion', 'part of', 'Pygmalion and Galatea'), ('Pygmalion', ""topic's main category"", 'Category:Pygmalion'), ('Pygmalion', 'label', 'Pygmalion'), ('Pygmalion', 'different from', 'Pygmalion'), ('Pygmalion', 'derivative work', 'Pygmalion'), ('Pygmalion', 'Commons category', 'Pygmalion (Rousseau)'), ('Pygmalion', 'title', 'Pygmalion '), ('Pygmalion', ""topic's main category"", 'Category:Pygmalion (Shaw)'), ('Pygmalion', 'title', 'Pygmalion'), ('Pygmalion', 'BASED_ON', 'Pygmalion'), ('Pygmalion', 'based on', 'Pygmalion'), ('Pygmalion', 'Commons category', 'Pygmalion and Galatea'), ('Pygmalion', 'Hederich encyclopedia article', 'Pygmalion'), ('Pygmalion', 'Commons category', 'Pygmalion (Shaw)'), ('Pygmalion', 'spoken text audio', 'https://commons.wikimedia.org/wiki/File:Hy-%D5%8A%D5%AB%D5%A3%D5%B4%D5%A1%D5%AC%D5%AB%D5%B8%D5%B6_(%D5%BA%D5%AB%D5%A5%D5%BD)_(Pygmalion_(play)).ogg'), ('Galatea', 'description', 'statue-cum-human made by Pygmalion of Cyprus in Greek myth')]"
('Galatea, or Pygmalion Reversed', 'CREATED', 'Galatea');False;;True;"[('Pygmalion', 'MARRIED_TO', 'Galatea'), ('Pygmalion', 'spouse', 'Galatea'), ('Pygmalion', 'PART_OF', 'Pygmalion and Galatea'), ('Pygmalion', 'part of', 'Pygmalion and Galatea'), ('Pygmalion', 'Commons category', 'Pygmalion and Galatea'), ('Galatea', 'PART_OF', 'Acis and Galatea'), ('Galatea', 'part of', 'Acis and Galatea'), ('Galatea', 'said to be the same as', 'Galatea'), ('Galatea', 'different from', 'Galatea'), ('Galatea', 'derivative work', 'Galatea'), ('Galatea', 'Commons category', 'Galatea (nymph)'), ('Galatea', 'native label', 'Galatea '), ('Galatea', 'NAMED_AFTER', 'Galatea'), ('Galatea', 'named after', 'Galatea'), ('Galatea', ""topic's main category"", 'Category:Galatea (moon)'), ('Galatea', 'Commons category', 'Galatea (moon)'), ('Galatea', 'Commons gallery', 'Galatea (moon)'), ('Galatea', 'Commons category', 'Galatea'), ('Galatea', 'label', 'Galatea'), ('Galatea', 'Commons category', 'Galatea station (Catania metro)'), ('Galatea', 'alternative label', 'Galatea station (Catania metro)'), ('Galatea', 'Commons category', ""Raphael's Triumph of Galatea""), ('Galatea', 'title', 'Trionfo di Galatea ')]"
('Rudy del Rosario', 'BORN_ON', '15/09/1969');True;[('Rudy del Rosario', 'BORN_ON', '15/09/1969')];True;[('Rudy del Rosario', 'BORN_ON', '15/09/1969')]
('Rudy del Rosario', 'DIED_ON', '20/11/2020');True;[('Rudy del Rosario', 'DIED_ON', '20/11/2020')];True;[('Rudy del Rosario', 'DIED_ON', '20/11/2020')]
('Rudy del Rosario', 'PLAYS_FOR', 'Kaya F.C.');True;[('Rudy del Rosario', 'PLAYS_FOR', 'Kaya F.C.')];True;"[('Rudy del Rosario', 'PLAYS_FOR', ""Philippines men's national football team""), ('Rudy del Rosario', 'PLAYS_FOR', 'Kaya F.C.'), ('Rudy del Rosario', 'member of sports team', 'Kaya F.C.'), ('Rudy del Rosario', 'PLAYS_FOR', 'Philippines national futsal team')]"
('Rudy del Rosario', 'PARTICIPATES_IN', 'Philippines national football team');False;;True;"[('Rudy del Rosario', 'PLAYS_FOR', ""Philippines men's national football team""), ('Rudy del Rosario', 'member of sports team', ""Philippines men's national football team""), ('Rudy del Rosario', 'PLAYS_FOR', 'Philippines national futsal team'), ('Rudy del Rosario', 'member of sports team', 'Philippines national futsal team')]"
('Return Test', 'OCCURS_IN', '15/08/1992');False;;False;
('Return Test', 'HELD_IN', 'Johannesburg');False;;False;
('Return Test', 'IS_PLAYED_IN', 'Rugby Union');False;;False;
('South Africa Springboks', 'PARTICIPATES_IN', 'Return Test');False;;False;
('New Zealand All Blacks', 'PARTICIPATES_IN', 'Return Test');False;;False;
('Moscardó', 'IS_A_PART_OF', 'Usera');False;;True;[('Moscardó', 'LOCATED_IN', 'Usera'), ('Moscardó', 'LOCATED_IN', 'Usera'), ('Moscardó', 'located in the administrative territorial entity', 'Usera')]
"('Himyar ibn al-Harith', 'PARTICIPATES_IN', ""Yu'firid conquest of Sana'a"")";False;;False;
"(""Yu'firid conquest of Sana'a"", 'OCCURS_ON', '847')";False;;False;
"(""Yu'firid conquest of Sana'a"", 'LOCATED_IN', 'Yemen')";False;;False;
"(""Sana'a"", 'LOCATED_IN', 'Yemen')";False;;False;
('al-Janad', 'LOCATED_IN', 'Yemen');False;;False;
('None', 'ORIGINATES_FROM', 'Podolian steppe');False;;True;[('None', 'ORIGINATES_FROM', 'Poland')]
('None', 'ORIGINATES_FROM', 'Hungary');False;;True;[('None', 'ORIGINATES_FROM', 'Poland')]
('None', 'ORIGINATES_FROM', 'Croatia');False;;True;[('None', 'ORIGINATES_FROM', 'Poland')]
('None', 'ORIGINATES_FROM', 'Serbia');False;;True;[('None', 'ORIGINATES_FROM', 'Poland')]
('None', 'ORIGINATES_FROM', 'Romania');False;;True;[('None', 'ORIGINATES_FROM', 'Poland')]
('None', 'ORIGINATES_FROM', 'Ukraine');False;;True;[('None', 'ORIGINATES_FROM', 'Poland')]
('None', 'ORIGINATES_FROM', 'Istria');False;;True;[('None', 'ORIGINATES_FROM', 'Poland')]
('None', 'ORIGINATES_FROM', 'Italy');False;;True;[('None', 'LOCATED_IN', 'Italy'), ('None', 'country', 'Italy'), ('None', 'instance of', 'commune of Italy'), ('None', 'ORIGINATES_FROM', 'Poland'), ('None', 'LOCATED_IN', 'Italy'), ('None', 'country', 'Italy'), ('None', 'instance of', 'commune of Italy'), ('None', 'ORIGINATES_FROM', 'Poland')]
('None', 'ORIGINATES_FROM', 'Italy');False;;True;[('None', 'LOCATED_IN', 'Italy'), ('None', 'country', 'Italy'), ('None', 'instance of', 'commune of Italy'), ('None', 'ORIGINATES_FROM', 'Poland'), ('None', 'LOCATED_IN', 'Italy'), ('None', 'country', 'Italy'), ('None', 'instance of', 'commune of Italy'), ('None', 'ORIGINATES_FROM', 'Poland')]
('None', 'ORIGINATES_FROM', 'Turkey');False;;True;[('None', 'ORIGINATES_FROM', 'Poland')]
('None', 'ORIGINATES_FROM', 'Bulgaria');False;;True;[('None', 'ORIGINATES_FROM', 'Poland')]
('None', 'ORIGINATES_FROM', 'Greece');False;;True;[('None', 'ORIGINATES_FROM', 'Poland'), ('None', 'ORIGINATES_FROM', 'Poland')]
('None', 'ORIGINATES_FROM', 'Greece');False;;True;[('None', 'ORIGINATES_FROM', 'Poland'), ('None', 'ORIGINATES_FROM', 'Poland')]
('None', 'ORIGINATES_FROM', 'Northern Italy');False;;True;[('None', 'LOCATED_IN', 'Italy'), ('None', 'country', 'Italy'), ('None', 'ORIGINATES_FROM', 'Poland')]
('Samarai Islands', 'LOCATED_IN', 'Louisiade Archipelago');False;;True;[('Samarai Islands', 'LOCATED_IN', 'Papua New Guinea'), ('Samarai Islands', 'PART_OF', 'Louisiade Archipelago'), ('Samarai Islands', 'part of', 'Louisiade Archipelago'), ('Samarai Islands', 'Commons category', 'Louisiade Archipelago')]
('Samarai Islands', 'LOCATED_IN', 'Papua New Guinea');True;[('Samarai Islands', 'LOCATED_IN', 'Papua New Guinea')];True;[('Samarai Islands', 'description', 'archipelago in Papua New Guinea'), ('Samarai Islands', 'LOCATED_IN', 'Papua New Guinea'), ('Samarai Islands', 'country', 'Papua New Guinea')]
('Samarai Islands', 'LOCATED_IN', 'Milne Bay Province');False;;True;[('Samarai Islands', 'LOCATED_IN', 'Papua New Guinea')]
('Louisiade Archipelago', 'LOCATED_IN', 'Papua New Guinea');True;[('Louisiade Archipelago', 'LOCATED_IN', 'Papua New Guinea')];True;[('Louisiade Archipelago', 'LOCATED_IN', 'Papua New Guinea'), ('Louisiade Archipelago', 'country', 'Papua New Guinea'), ('Louisiade Archipelago', 'LOCATED_IN', 'Milne Bay Province'), ('Louisiade Archipelago', 'LOCATED_IN', 'Milne Bay Province'), ('Louisiade Archipelago', 'LOCATED_IN', 'Coral Sea'), ('Louisiade Archipelago', 'LOCATED_IN', 'UTC+10:00'), ('Louisiade Archipelago', 'description', 'archipelago of Papua New Guinea')]
('Milne Bay Province', 'LOCATED_IN', 'Papua New Guinea');False;;False;
('Frederick Charles Bartholomew', 'BORN_ON', '03/01/1885');False;;False;
('Frederick Charles Bartholomew', 'DIED_ON', '1979');False;;False;
('Frederick Charles Bartholomew', 'PLAYS_FOR', 'Reading F.C.');False;;False;
('Frederick Charles Bartholomew', 'BORN_IN', 'Reading, Berkshire');False;;False;
('Frederick Charles Bartholomew', 'PARTICIPATES_IN', 'Frederick Charles Bartholomew');False;;False;
('Wowei River', 'DISCHARGES_INTO', 'Pacific Ocean');False;;True;[('Wowei River', 'mouth of the watercourse', 'Pacific Ocean')]
('Wowei River', 'FLOWS_THROUGH', 'Tambrauw Regency');False;;True;[('Wowei River', 'LOCATED_IN', 'Tambrauw'), ('Wowei River', 'LOCATED_IN', 'Tambrauw'), ('Wowei River', 'located in the administrative territorial entity', 'Tambrauw')]
('Govt. Sheikh Fazilatunnesa Mujib Mohila College', 'HAS_AFFILIATION', 'Bangladesh National University');False;;True;[('Govt. Sheikh Fazilatunnesa Mujib Mohila College', 'LOCATED_IN', 'Bangladesh'), ('Govt. Sheikh Fazilatunnesa Mujib Mohila College', 'country', 'Bangladesh'), ('Govt. Sheikh Fazilatunnesa Mujib Mohila College', 'affiliation', 'National University, Bangladesh')]
('Govt. Sheikh Fazilatunnesa Mujib Mohila College', 'LOCATED_IN', 'Tangail');True;[('Govt. Sheikh Fazilatunnesa Mujib Mohila College', 'LOCATED_IN', 'Tangail District'), ('Govt. Sheikh Fazilatunnesa Mujib Mohila College', 'LOCATED_IN', 'Tangail District')];True;[('Govt. Sheikh Fazilatunnesa Mujib Mohila College', 'LOCATED_IN', 'Bangladesh'), ('Govt. Sheikh Fazilatunnesa Mujib Mohila College', 'LOCATED_IN', 'Tangail District'), ('Govt. Sheikh Fazilatunnesa Mujib Mohila College', 'LOCATED_IN', 'Tangail District'), ('Govt. Sheikh Fazilatunnesa Mujib Mohila College', 'located in the administrative territorial entity', 'Tangail District'), ('Govt. Sheikh Fazilatunnesa Mujib Mohila College', 'description', 'College in Tangail District, Bangladesh')]
('Tangail', 'HAS_LOCATION', 'Bangladesh');False;;False;
('XHNAL-FM', 'BROADCASTS_FROM', 'Tonalá');False;;True;[('XHNAL-FM', 'LOCATED_IN', 'Tonalá'), ('XHNAL-FM', 'LOCATED_IN', 'Tonalá'), ('XHNAL-FM', 'located in the administrative territorial entity', 'Tonalá'), ('XHNAL-FM', 'description', 'Radio station in Tonalá, Chiapas')]
('XHNAL-FM', 'LOCATED_IN', 'Chiapas');False;;True;[('XHNAL-FM', 'LOCATED_IN', 'Mexico'), ('XHNAL-FM', 'LOCATED_IN', 'Tonalá'), ('XHNAL-FM', 'LOCATED_IN', 'Tonalá'), ('XHNAL-FM', 'HAS_WEBSITE', 'http://radiotvycine.chiapas.gob.mx/Radio-Estaciones/xhnal-89-5-fm-digital-89.html'), ('XHNAL-FM', 'official website', 'http://radiotvycine.chiapas.gob.mx/Radio-Estaciones/xhnal-89-5-fm-digital-89.html'), ('XHNAL-FM', 'description', 'Radio station in Tonalá, Chiapas')]
('Chiapas', 'HAS_LOCATION', 'Mexico');False;;True;[('Chiapas', 'LOCATED_IN', 'Mexico'), ('Chiapas', 'country', 'Mexico'), ('Chiapas', 'instance of', 'state of Mexico'), ('Chiapas', 'LOCATED_IN', 'Mexico'), ('Chiapas', 'LOCATED_IN', 'Mexico'), ('Chiapas', 'located in the administrative territorial entity', 'Mexico')]
('Protium copal', 'IS_NATIVE_TO', 'Mexico');False;;False;
('Protium copal', 'IS_NATIVE_TO', 'Central America');False;;False;
('Satyanarayana UDA Lake Park', 'LOCATED_IN', 'Tenali');True;[('Satyanarayana UDA Lake Park', 'LOCATED_IN', 'Tenali'), ('Satyanarayana UDA Lake Park', 'LOCATED_IN', 'Tenali')];True;[('Satyanarayana UDA Lake Park', 'description', 'park in Tenali, India'), ('Satyanarayana UDA Lake Park', 'LOCATED_IN', 'India'), ('Satyanarayana UDA Lake Park', 'LOCATED_IN', 'Tenali'), ('Satyanarayana UDA Lake Park', 'LOCATED_IN', 'Tenali'), ('Satyanarayana UDA Lake Park', 'located in the administrative territorial entity', 'Tenali')]
('N. Chandrababu Naidu', 'CREATED', 'Satyanarayana UDA Lake Park');False;;False;
('Satyanarayana UDA Lake Park', 'OCCURS_IN', '04/2002');False;;False;
('Satyanarayana UDA Lake Park', 'NAMED_AFTER', 'Ravi Satyanarayana');False;;False;
('Sankuru District', 'CORRESPONDS_TO', 'Sankuru Province');False;;False;
('Sankuru District', 'PART_OF', 'Democratic Republic of the Congo');False;;True;[('Sankuru District', 'description', 'district in Kasaï-Oriental, Democratic Republic of the Congo')]
('Sankuru District', 'PART_OF', 'Belgian Congo');False;;False;
('Aya Shimokozuru', 'PLAYS_FOR', '2004 Summer Olympics');False;;True;"[('Aya Shimokozuru', 'PLAYS_FOR', 'Speranza Osaka'), ('Aya Shimokozuru', 'PLAYS_FOR', ""Japan women's national football team""), ('Aya Shimokozuru', 'PARTICIPATED_IN', '2004 Summer Olympics'), ('Aya Shimokozuru', 'participant in', '2004 Summer Olympics')]"
('Aya Shimokozuru', 'PARTICIPATES_IN', '2006 Asian Games');False;;False;
('Aya Shimokozuru', 'PARTICIPATES_IN', '2006 Asian Games');False;;False;
('Cocoanut', 'DIRECTED_BY', 'Raimu');False;;True;[('Cocoanut', 'DIRECTED_BY', 'Jean Boyer'), ('Cocoanut', 'FEATURES', 'Raimu'), ('Cocoanut', 'cast member', 'Raimu'), ('Cocoanut', 'DIRECTED_BY', 'Jean Boyer'), ('Cocoanut', 'FEATURES', 'Raimu'), ('Cocoanut', 'cast member', 'Raimu')]
('Marcel Achard', 'CREATED', 'Cocoanut');False;;False;
('Raimu', 'STARS_IN', 'Cocoanut');False;;False;
('Marie Bell', 'STARS_IN', 'Cocoanut');False;;False;
('Michel Simon', 'STARS_IN', 'Cocoanut');False;;False;
('Cocoanut', 'PRODUCED_BY', 'UFA');False;;False;
('Cocoanut', 'RELEASED_BY', 'ACE');False;;False;
('Cocoanut', 'HAS_CINEMATOGRAPHY', 'Max Mellin');False;;False;
('Wassertorplatz', 'LOCATED_IN', 'Friedrichshain-Kreuzberg');True;[('Wassertorplatz', 'LOCATED_IN', 'Friedrichshain-Kreuzberg'), ('Wassertorplatz', 'LOCATED_IN', 'Friedrichshain-Kreuzberg'), ('Wassertorplatz', 'LOCATED_IN', 'Kreuzberg')];True;[('Wassertorplatz', 'LOCATED_IN', 'Germany'), ('Wassertorplatz', 'LOCATED_IN', 'Friedrichshain-Kreuzberg'), ('Wassertorplatz', 'LOCATED_IN', 'Friedrichshain-Kreuzberg'), ('Wassertorplatz', 'located in the administrative territorial entity', 'Friedrichshain-Kreuzberg'), ('Wassertorplatz', 'LOCATED_IN', 'Kreuzberg'), ('Wassertorplatz', 'location', 'Kreuzberg')]
