triple;exact_accuracy;gold_triple_exact;partial_accuracyV2;gold_triple_partialV2
('Pygmalion', 'PART_OF', 'Pygmalion and the Image series');False;;True;[('Pygmalion and Galatea', 'wikiPageWikiLink', 'Pygmalion and the Image series'), ('Pygmalion', 'label', 'Pygmalion'), ('Pygmalion', 'wikiPageWikiLink', 'Pygmalion and the Image Series'), ('Pygmalion', 'wikiPageDisambiguates', 'Pygmalion and the Image Series'), ('Pygmalion', 'sameAs', 'Pygmalion'), ('Pygmalion', 'sameAs', 'Pygmalion'), ('Pygmalion', 'sameAs', 'Pygmalion'), ('Pygmalion', 'sameAs', 'Pygmalion'), ('Pygmalion', 'sameAs', 'Pygmalion'), ('Pygmalion', 'sameAs', 'Pygmalion'), ('Pygmalion', 'sameAs', 'Pygmalion'), ('Pygmalion', 'sameAs', 'Pygmalion'), ('Pygmalion', 'isPrimaryTopicOf', 'Pygmalion')]
('Galatea', 'PART_OF', 'Pygmalion and the Image series');False;;True;[('Pygmalion and Galatea', 'wikiPageWikiLink', 'Pygmalion and the Image series'), ('Galatea', 'wikiPageWikiLink', 'Pygmalion and the Image Series')]
('Pygmalion', 'PART_OF', 'Pygmalion and Galatea');False;;True;[('Pygmalion and Galatea', 'label', 'Pygmalion and Galatea'), ('Pygmalion and Galatea', 'wikiPageWikiLink', 'Pygmalion and Galatea (Gérôme painting)'), ('Pygmalion and Galatea', 'wikiPageWikiLink', 'Pygmalion and Galatea (play)'), ('Pygmalion and Galatea', 'wikiPageDisambiguates', 'Pygmalion and Galatea (Gérôme painting)'), ('Pygmalion and Galatea', 'wikiPageDisambiguates', 'Pygmalion and Galatea (play)'), ('Pygmalion and Galatea', 'sameAs', 'Pygmalion and Galatea'), ('Pygmalion and Galatea', 'wasDerivedFrom', 'Pygmalion and Galatea?oldid=1030308511&ns=0'), ('Pygmalion and Galatea', 'isPrimaryTopicOf', 'Pygmalion and Galatea'), ('Pygmalion', 'label', 'Pygmalion'), ('Pygmalion', 'wikiPageWikiLink', 'Pygmalion and Galatea (disambiguation)'), ('Pygmalion', 'wikiPageDisambiguates', 'Pygmalion and Galatea (disambiguation)'), ('Pygmalion', 'sameAs', 'Pygmalion'), ('Pygmalion', 'sameAs', 'Pygmalion'), ('Pygmalion', 'sameAs', 'Pygmalion'), ('Pygmalion', 'sameAs', 'Pygmalion'), ('Pygmalion', 'sameAs', 'Pygmalion'), ('Pygmalion', 'sameAs', 'Pygmalion'), ('Pygmalion', 'sameAs', 'Pygmalion'), ('Pygmalion', 'sameAs', 'Pygmalion'), ('Pygmalion', 'isPrimaryTopicOf', 'Pygmalion'), ('Pygmalion and Galatea', 'label', 'Pygmalion and Galatea'), ('Pygmalion and Galatea', 'wikiPageWikiLink', 'Pygmalion and Galatea (Gérôme painting)'), ('Pygmalion and Galatea', 'wikiPageWikiLink', 'Pygmalion and Galatea (play)'), ('Pygmalion and Galatea', 'wikiPageDisambiguates', 'Pygmalion and Galatea (Gérôme painting)'), ('Pygmalion and Galatea', 'wikiPageDisambiguates', 'Pygmalion and Galatea (play)'), ('Pygmalion and Galatea', 'sameAs', 'Pygmalion and Galatea'), ('Pygmalion and Galatea', 'wasDerivedFrom', 'Pygmalion and Galatea?oldid=1030308511&ns=0'), ('Pygmalion and Galatea', 'isPrimaryTopicOf', 'Pygmalion and Galatea'), ('Pygmalion', 'label', 'Pygmalion'), ('Pygmalion', 'wikiPageWikiLink', 'Pygmalion and Galatea (disambiguation)'), ('Pygmalion', 'wikiPageDisambiguates', 'Pygmalion and Galatea (disambiguation)'), ('Pygmalion', 'sameAs', 'Pygmalion'), ('Pygmalion', 'sameAs', 'Pygmalion'), ('Pygmalion', 'sameAs', 'Pygmalion'), ('Pygmalion', 'sameAs', 'Pygmalion'), ('Pygmalion', 'sameAs', 'Pygmalion'), ('Pygmalion', 'sameAs', 'Pygmalion'), ('Pygmalion', 'sameAs', 'Pygmalion'), ('Pygmalion', 'sameAs', 'Pygmalion'), ('Pygmalion', 'isPrimaryTopicOf', 'Pygmalion'), ('Pygmalion and Galatea', 'label', 'Pygmalion and Galatea'), ('Pygmalion and Galatea', 'wikiPageWikiLink', 'Pygmalion and Galatea (Gérôme painting)'), ('Pygmalion and Galatea', 'wikiPageWikiLink', 'Pygmalion and Galatea (play)'), ('Pygmalion and Galatea', 'wikiPageDisambiguates', 'Pygmalion and Galatea (Gérôme painting)'), ('Pygmalion and Galatea', 'wikiPageDisambiguates', 'Pygmalion and Galatea (play)'), ('Pygmalion and Galatea', 'sameAs', 'Pygmalion and Galatea'), ('Pygmalion and Galatea', 'wasDerivedFrom', 'Pygmalion and Galatea?oldid=1030308511&ns=0'), ('Pygmalion and Galatea', 'isPrimaryTopicOf', 'Pygmalion and Galatea'), ('Pygmalion', 'label', 'Pygmalion'), ('Pygmalion', 'wikiPageWikiLink', 'Pygmalion and Galatea (disambiguation)'), ('Pygmalion', 'wikiPageDisambiguates', 'Pygmalion and Galatea (disambiguation)'), ('Pygmalion', 'sameAs', 'Pygmalion'), ('Pygmalion', 'sameAs', 'Pygmalion'), ('Pygmalion', 'sameAs', 'Pygmalion'), ('Pygmalion', 'sameAs', 'Pygmalion'), ('Pygmalion', 'sameAs', 'Pygmalion'), ('Pygmalion', 'sameAs', 'Pygmalion'), ('Pygmalion', 'sameAs', 'Pygmalion'), ('Pygmalion', 'sameAs', 'Pygmalion'), ('Pygmalion', 'isPrimaryTopicOf', 'Pygmalion')]
('Galatea', 'PART_OF', 'Pygmalion and Galatea');False;;True;[('Pygmalion and Galatea', 'label', 'Pygmalion and Galatea'), ('Pygmalion and Galatea', 'wikiPageWikiLink', 'Pygmalion and Galatea (Gérôme painting)'), ('Pygmalion and Galatea', 'wikiPageWikiLink', 'Pygmalion and Galatea (play)'), ('Pygmalion and Galatea', 'wikiPageDisambiguates', 'Pygmalion and Galatea (Gérôme painting)'), ('Pygmalion and Galatea', 'wikiPageDisambiguates', 'Pygmalion and Galatea (play)'), ('Pygmalion and Galatea', 'sameAs', 'Pygmalion and Galatea'), ('Pygmalion and Galatea', 'wasDerivedFrom', 'Pygmalion and Galatea?oldid=1030308511&ns=0'), ('Pygmalion and Galatea', 'isPrimaryTopicOf', 'Pygmalion and Galatea'), ('Galatea', 'label', 'Galatea'), ('Galatea', 'sameAs', 'Galatea'), ('Galatea', 'sameAs', 'Galatea'), ('Galatea', 'sameAs', 'Galatea'), ('Galatea', 'sameAs', 'Galatea'), ('Galatea', 'sameAs', 'Galatea'), ('Galatea', 'sameAs', 'Galatea'), ('Galatea', 'sameAs', 'Galatea'), ('Galatea', 'sameAs', 'Galatea'), ('Galatea', 'sameAs', 'Galatea'), ('Galatea', 'sameAs', 'Galatea'), ('Galatea', 'sameAs', 'Galatea'), ('Galatea', 'sameAs', 'Galatea'), ('Galatea', 'sameAs', 'Galatea'), ('Galatea', 'isPrimaryTopicOf', 'Galatea'), ('Pygmalion and Galatea', 'label', 'Pygmalion and Galatea'), ('Pygmalion and Galatea', 'wikiPageWikiLink', 'Pygmalion and Galatea (Gérôme painting)'), ('Pygmalion and Galatea', 'wikiPageWikiLink', 'Pygmalion and Galatea (play)'), ('Pygmalion and Galatea', 'wikiPageDisambiguates', 'Pygmalion and Galatea (Gérôme painting)'), ('Pygmalion and Galatea', 'wikiPageDisambiguates', 'Pygmalion and Galatea (play)'), ('Pygmalion and Galatea', 'sameAs', 'Pygmalion and Galatea'), ('Pygmalion and Galatea', 'wasDerivedFrom', 'Pygmalion and Galatea?oldid=1030308511&ns=0'), ('Pygmalion and Galatea', 'isPrimaryTopicOf', 'Pygmalion and Galatea'), ('Galatea', 'label', 'Galatea'), ('Galatea', 'sameAs', 'Galatea'), ('Galatea', 'sameAs', 'Galatea'), ('Galatea', 'sameAs', 'Galatea'), ('Galatea', 'sameAs', 'Galatea'), ('Galatea', 'sameAs', 'Galatea'), ('Galatea', 'sameAs', 'Galatea'), ('Galatea', 'sameAs', 'Galatea'), ('Galatea', 'sameAs', 'Galatea'), ('Galatea', 'sameAs', 'Galatea'), ('Galatea', 'sameAs', 'Galatea'), ('Galatea', 'sameAs', 'Galatea'), ('Galatea', 'sameAs', 'Galatea'), ('Galatea', 'sameAs', 'Galatea'), ('Galatea', 'isPrimaryTopicOf', 'Galatea'), ('Pygmalion and Galatea', 'label', 'Pygmalion and Galatea'), ('Pygmalion and Galatea', 'wikiPageWikiLink', 'Pygmalion and Galatea (Gérôme painting)'), ('Pygmalion and Galatea', 'wikiPageWikiLink', 'Pygmalion and Galatea (play)'), ('Pygmalion and Galatea', 'wikiPageDisambiguates', 'Pygmalion and Galatea (Gérôme painting)'), ('Pygmalion and Galatea', 'wikiPageDisambiguates', 'Pygmalion and Galatea (play)'), ('Pygmalion and Galatea', 'sameAs', 'Pygmalion and Galatea'), ('Pygmalion and Galatea', 'wasDerivedFrom', 'Pygmalion and Galatea?oldid=1030308511&ns=0'), ('Pygmalion and Galatea', 'isPrimaryTopicOf', 'Pygmalion and Galatea'), ('Galatea', 'label', 'Galatea'), ('Galatea', 'sameAs', 'Galatea'), ('Galatea', 'sameAs', 'Galatea'), ('Galatea', 'sameAs', 'Galatea'), ('Galatea', 'sameAs', 'Galatea'), ('Galatea', 'sameAs', 'Galatea'), ('Galatea', 'sameAs', 'Galatea'), ('Galatea', 'sameAs', 'Galatea'), ('Galatea', 'sameAs', 'Galatea'), ('Galatea', 'sameAs', 'Galatea'), ('Galatea', 'sameAs', 'Galatea'), ('Galatea', 'sameAs', 'Galatea'), ('Galatea', 'sameAs', 'Galatea'), ('Galatea', 'sameAs', 'Galatea'), ('Galatea', 'isPrimaryTopicOf', 'Galatea')]
('Pygmalion', 'PART_OF', 'Pygmalion and Galatea');False;;True;[('Pygmalion and Galatea', 'label', 'Pygmalion and Galatea'), ('Pygmalion and Galatea', 'wikiPageWikiLink', 'Pygmalion and Galatea (Gérôme painting)'), ('Pygmalion and Galatea', 'wikiPageWikiLink', 'Pygmalion and Galatea (play)'), ('Pygmalion and Galatea', 'wikiPageDisambiguates', 'Pygmalion and Galatea (Gérôme painting)'), ('Pygmalion and Galatea', 'wikiPageDisambiguates', 'Pygmalion and Galatea (play)'), ('Pygmalion and Galatea', 'sameAs', 'Pygmalion and Galatea'), ('Pygmalion and Galatea', 'wasDerivedFrom', 'Pygmalion and Galatea?oldid=1030308511&ns=0'), ('Pygmalion and Galatea', 'isPrimaryTopicOf', 'Pygmalion and Galatea'), ('Pygmalion', 'label', 'Pygmalion'), ('Pygmalion', 'wikiPageWikiLink', 'Pygmalion and Galatea (disambiguation)'), ('Pygmalion', 'wikiPageDisambiguates', 'Pygmalion and Galatea (disambiguation)'), ('Pygmalion', 'sameAs', 'Pygmalion'), ('Pygmalion', 'sameAs', 'Pygmalion'), ('Pygmalion', 'sameAs', 'Pygmalion'), ('Pygmalion', 'sameAs', 'Pygmalion'), ('Pygmalion', 'sameAs', 'Pygmalion'), ('Pygmalion', 'sameAs', 'Pygmalion'), ('Pygmalion', 'sameAs', 'Pygmalion'), ('Pygmalion', 'sameAs', 'Pygmalion'), ('Pygmalion', 'isPrimaryTopicOf', 'Pygmalion'), ('Pygmalion and Galatea', 'label', 'Pygmalion and Galatea'), ('Pygmalion and Galatea', 'wikiPageWikiLink', 'Pygmalion and Galatea (Gérôme painting)'), ('Pygmalion and Galatea', 'wikiPageWikiLink', 'Pygmalion and Galatea (play)'), ('Pygmalion and Galatea', 'wikiPageDisambiguates', 'Pygmalion and Galatea (Gérôme painting)'), ('Pygmalion and Galatea', 'wikiPageDisambiguates', 'Pygmalion and Galatea (play)'), ('Pygmalion and Galatea', 'sameAs', 'Pygmalion and Galatea'), ('Pygmalion and Galatea', 'wasDerivedFrom', 'Pygmalion and Galatea?oldid=1030308511&ns=0'), ('Pygmalion and Galatea', 'isPrimaryTopicOf', 'Pygmalion and Galatea'), ('Pygmalion', 'label', 'Pygmalion'), ('Pygmalion', 'wikiPageWikiLink', 'Pygmalion and Galatea (disambiguation)'), ('Pygmalion', 'wikiPageDisambiguates', 'Pygmalion and Galatea (disambiguation)'), ('Pygmalion', 'sameAs', 'Pygmalion'), ('Pygmalion', 'sameAs', 'Pygmalion'), ('Pygmalion', 'sameAs', 'Pygmalion'), ('Pygmalion', 'sameAs', 'Pygmalion'), ('Pygmalion', 'sameAs', 'Pygmalion'), ('Pygmalion', 'sameAs', 'Pygmalion'), ('Pygmalion', 'sameAs', 'Pygmalion'), ('Pygmalion', 'sameAs', 'Pygmalion'), ('Pygmalion', 'isPrimaryTopicOf', 'Pygmalion'), ('Pygmalion and Galatea', 'label', 'Pygmalion and Galatea'), ('Pygmalion and Galatea', 'wikiPageWikiLink', 'Pygmalion and Galatea (Gérôme painting)'), ('Pygmalion and Galatea', 'wikiPageWikiLink', 'Pygmalion and Galatea (play)'), ('Pygmalion and Galatea', 'wikiPageDisambiguates', 'Pygmalion and Galatea (Gérôme painting)'), ('Pygmalion and Galatea', 'wikiPageDisambiguates', 'Pygmalion and Galatea (play)'), ('Pygmalion and Galatea', 'sameAs', 'Pygmalion and Galatea'), ('Pygmalion and Galatea', 'wasDerivedFrom', 'Pygmalion and Galatea?oldid=1030308511&ns=0'), ('Pygmalion and Galatea', 'isPrimaryTopicOf', 'Pygmalion and Galatea'), ('Pygmalion', 'label', 'Pygmalion'), ('Pygmalion', 'wikiPageWikiLink', 'Pygmalion and Galatea (disambiguation)'), ('Pygmalion', 'wikiPageDisambiguates', 'Pygmalion and Galatea (disambiguation)'), ('Pygmalion', 'sameAs', 'Pygmalion'), ('Pygmalion', 'sameAs', 'Pygmalion'), ('Pygmalion', 'sameAs', 'Pygmalion'), ('Pygmalion', 'sameAs', 'Pygmalion'), ('Pygmalion', 'sameAs', 'Pygmalion'), ('Pygmalion', 'sameAs', 'Pygmalion'), ('Pygmalion', 'sameAs', 'Pygmalion'), ('Pygmalion', 'sameAs', 'Pygmalion'), ('Pygmalion', 'isPrimaryTopicOf', 'Pygmalion')]
('Galatea', 'PART_OF', 'Pygmalion and Galatea');False;;True;[('Pygmalion and Galatea', 'label', 'Pygmalion and Galatea'), ('Pygmalion and Galatea', 'wikiPageWikiLink', 'Pygmalion and Galatea (Gérôme painting)'), ('Pygmalion and Galatea', 'wikiPageWikiLink', 'Pygmalion and Galatea (play)'), ('Pygmalion and Galatea', 'wikiPageDisambiguates', 'Pygmalion and Galatea (Gérôme painting)'), ('Pygmalion and Galatea', 'wikiPageDisambiguates', 'Pygmalion and Galatea (play)'), ('Pygmalion and Galatea', 'sameAs', 'Pygmalion and Galatea'), ('Pygmalion and Galatea', 'wasDerivedFrom', 'Pygmalion and Galatea?oldid=1030308511&ns=0'), ('Pygmalion and Galatea', 'isPrimaryTopicOf', 'Pygmalion and Galatea'), ('Galatea', 'label', 'Galatea'), ('Galatea', 'sameAs', 'Galatea'), ('Galatea', 'sameAs', 'Galatea'), ('Galatea', 'sameAs', 'Galatea'), ('Galatea', 'sameAs', 'Galatea'), ('Galatea', 'sameAs', 'Galatea'), ('Galatea', 'sameAs', 'Galatea'), ('Galatea', 'sameAs', 'Galatea'), ('Galatea', 'sameAs', 'Galatea'), ('Galatea', 'sameAs', 'Galatea'), ('Galatea', 'sameAs', 'Galatea'), ('Galatea', 'sameAs', 'Galatea'), ('Galatea', 'sameAs', 'Galatea'), ('Galatea', 'sameAs', 'Galatea'), ('Galatea', 'isPrimaryTopicOf', 'Galatea'), ('Pygmalion and Galatea', 'label', 'Pygmalion and Galatea'), ('Pygmalion and Galatea', 'wikiPageWikiLink', 'Pygmalion and Galatea (Gérôme painting)'), ('Pygmalion and Galatea', 'wikiPageWikiLink', 'Pygmalion and Galatea (play)'), ('Pygmalion and Galatea', 'wikiPageDisambiguates', 'Pygmalion and Galatea (Gérôme painting)'), ('Pygmalion and Galatea', 'wikiPageDisambiguates', 'Pygmalion and Galatea (play)'), ('Pygmalion and Galatea', 'sameAs', 'Pygmalion and Galatea'), ('Pygmalion and Galatea', 'wasDerivedFrom', 'Pygmalion and Galatea?oldid=1030308511&ns=0'), ('Pygmalion and Galatea', 'isPrimaryTopicOf', 'Pygmalion and Galatea'), ('Galatea', 'label', 'Galatea'), ('Galatea', 'sameAs', 'Galatea'), ('Galatea', 'sameAs', 'Galatea'), ('Galatea', 'sameAs', 'Galatea'), ('Galatea', 'sameAs', 'Galatea'), ('Galatea', 'sameAs', 'Galatea'), ('Galatea', 'sameAs', 'Galatea'), ('Galatea', 'sameAs', 'Galatea'), ('Galatea', 'sameAs', 'Galatea'), ('Galatea', 'sameAs', 'Galatea'), ('Galatea', 'sameAs', 'Galatea'), ('Galatea', 'sameAs', 'Galatea'), ('Galatea', 'sameAs', 'Galatea'), ('Galatea', 'sameAs', 'Galatea'), ('Galatea', 'isPrimaryTopicOf', 'Galatea'), ('Pygmalion and Galatea', 'label', 'Pygmalion and Galatea'), ('Pygmalion and Galatea', 'wikiPageWikiLink', 'Pygmalion and Galatea (Gérôme painting)'), ('Pygmalion and Galatea', 'wikiPageWikiLink', 'Pygmalion and Galatea (play)'), ('Pygmalion and Galatea', 'wikiPageDisambiguates', 'Pygmalion and Galatea (Gérôme painting)'), ('Pygmalion and Galatea', 'wikiPageDisambiguates', 'Pygmalion and Galatea (play)'), ('Pygmalion and Galatea', 'sameAs', 'Pygmalion and Galatea'), ('Pygmalion and Galatea', 'wasDerivedFrom', 'Pygmalion and Galatea?oldid=1030308511&ns=0'), ('Pygmalion and Galatea', 'isPrimaryTopicOf', 'Pygmalion and Galatea'), ('Galatea', 'label', 'Galatea'), ('Galatea', 'sameAs', 'Galatea'), ('Galatea', 'sameAs', 'Galatea'), ('Galatea', 'sameAs', 'Galatea'), ('Galatea', 'sameAs', 'Galatea'), ('Galatea', 'sameAs', 'Galatea'), ('Galatea', 'sameAs', 'Galatea'), ('Galatea', 'sameAs', 'Galatea'), ('Galatea', 'sameAs', 'Galatea'), ('Galatea', 'sameAs', 'Galatea'), ('Galatea', 'sameAs', 'Galatea'), ('Galatea', 'sameAs', 'Galatea'), ('Galatea', 'sameAs', 'Galatea'), ('Galatea', 'sameAs', 'Galatea'), ('Galatea', 'isPrimaryTopicOf', 'Galatea')]
('Pygmalion', 'PART_OF', 'Galatea, or Pygmalion Reversed');False;;True;[('Pygmalion and Galatea', 'wikiPageWikiLink', 'Galatea, or Pygmalion Reversed'), ('Pygmalion', 'label', 'Pygmalion'), ('Pygmalion', 'sameAs', 'Pygmalion'), ('Pygmalion', 'sameAs', 'Pygmalion'), ('Pygmalion', 'sameAs', 'Pygmalion'), ('Pygmalion', 'sameAs', 'Pygmalion'), ('Pygmalion', 'sameAs', 'Pygmalion'), ('Pygmalion', 'sameAs', 'Pygmalion'), ('Pygmalion', 'sameAs', 'Pygmalion'), ('Pygmalion', 'sameAs', 'Pygmalion'), ('Pygmalion', 'isPrimaryTopicOf', 'Pygmalion')]
('Galatea', 'PART_OF', 'Galatea, or Pygmalion Reversed');False;;True;[('Pygmalion and Galatea', 'wikiPageWikiLink', 'Galatea, or Pygmalion Reversed'), ('Galatea', 'label', 'Galatea'), ('Galatea', 'wikiPageWikiLink', 'Galatea, or Pygmalion Reversed'), ('Galatea', 'wikiPageDisambiguates', 'Galatea, or Pygmalion Reversed'), ('Galatea', 'sameAs', 'Galatea'), ('Galatea', 'sameAs', 'Galatea'), ('Galatea', 'sameAs', 'Galatea'), ('Galatea', 'sameAs', 'Galatea'), ('Galatea', 'sameAs', 'Galatea'), ('Galatea', 'sameAs', 'Galatea'), ('Galatea', 'sameAs', 'Galatea'), ('Galatea', 'sameAs', 'Galatea'), ('Galatea', 'sameAs', 'Galatea'), ('Galatea', 'sameAs', 'Galatea'), ('Galatea', 'sameAs', 'Galatea'), ('Galatea', 'sameAs', 'Galatea'), ('Galatea', 'sameAs', 'Galatea'), ('Galatea', 'isPrimaryTopicOf', 'Galatea')]
('Rudy del Rosario', 'HAS_NATIONALITY', 'Filipino');False;;True;"[('Rudy del Rosario', 'subject', ""Filipino men's futsal players""), ('Rudy del Rosario', 'subject', 'Filipino footballers'), ('Rudy del Rosario', 'wikiPageWikiLink', ""Filipino men's futsal players""), ('Rudy del Rosario', 'wikiPageWikiLink', 'Filipino footballers')]"
('Rudy del Rosario', 'PLAYS_FOR', 'Kaya F.C.');True;[('Rudy del Rosario', 'PLAYS_FOR', 'Kaya F.C.'), ('Rudy del Rosario', 'PLAYS_FOR', 'Kaya F.C.')];True;[('Rudy del Rosario', 'MANAGES', 'Kaya'), ('Rudy del Rosario', 'managerclubs', 'Kaya'), ('Rudy del Rosario', 'subject', 'Kaya F.C. players'), ('Rudy del Rosario', 'wikiPageWikiLink', 'Kaya F.C. players'), ('Rudy del Rosario', 'wikiPageWikiLink', 'Kaya F.C.'), ('Rudy del Rosario', 'PLAYS_FOR', 'Kaya F.C.'), ('Rudy del Rosario', 'clubs', 'Kaya F.C.'), ('Rudy del Rosario', 'PLAYS_FOR', 'Philippines national football team'), ('Rudy del Rosario', 'PLAYS_FOR', 'Philippines national futsal team'), ('Rudy del Rosario', 'PLAYS_FOR', 'Kaya F.C.'), ('Rudy del Rosario', 'team', 'Kaya F.C.')]
('Rudy del Rosario', 'STUDIED_AT', 'Polytechnic University of the Philippines');False;;True;[('Rudy del Rosario', 'MANAGES', 'Philippines'), ('Rudy del Rosario', 'managerclubs', 'Philippines'), ('Rudy del Rosario', 'subject', 'Polytechnic University of the Philippines alumni'), ('Rudy del Rosario', 'wikiPageWikiLink', 'Polytechnic University of the Philippines alumni'), ('Rudy del Rosario', 'wikiPageWikiLink', 'University of the Philippines'), ('Rudy del Rosario', 'wikiPageWikiLink', 'Polytechnic University of the Philippines'), ('Rudy del Rosario', 'EDUCATED_AT', 'Polytechnic University of the Philippines'), ('Rudy del Rosario', 'college', 'Polytechnic University of the Philippines')]
('Rudy del Rosario', 'BORN_ON', '15/09/1969');True;[('Rudy del Rosario', 'BORN_ON', '1969'), ('Rudy del Rosario', 'BORN_ON', '1969')];True;[('Rudy del Rosario', 'BORN_IN', '1969'), ('Rudy del Rosario', 'BORN_ON', '1969'), ('Rudy del Rosario', 'BORN_IN', '1969'), ('Rudy del Rosario', 'BORN_ON', '1969')]
('Rudy del Rosario', 'DIED_ON', '20/11/2020');True;[('Rudy del Rosario', 'DIED_ON', '2020'), ('Rudy del Rosario', 'DIED_ON', '2020')];True;[('Rudy del Rosario', 'OCCURRED_IN', '2020'), ('Rudy del Rosario', 'OCCURRED_IN', '2020'), ('Rudy del Rosario', 'DIED_IN', '2020'), ('Rudy del Rosario', 'DIED_ON', '2020'), ('Rudy del Rosario', 'DIED_IN', '2020'), ('Rudy del Rosario', 'DIED_ON', '2020')]
('Return Test', 'OCCURS_ON', '15.8.1992');False;;False;
('Return Test', 'OCCURS_AT', 'Ellis Park Stadium');False;;False;
('Ellis Park Stadium', 'LOCATED_IN', 'Johannesburg');True;[('Ellis Park Stadium', 'LOCATED_IN', 'Johannesburg')];True;[('Ellis Park Stadium', 'OWNED_BY', 'City of Johannesburg'), ('Ellis Park Stadium', 'owner', 'City of Johannesburg'), ('Ellis Park Stadium', 'type', 'WikicatSportsVenuesInJohannesburg'), ('Ellis Park Stadium', 'LOCATED_IN', 'Johannesburg'), ('Ellis Park Stadium', 'location', 'Johannesburg'), ('Ellis Park Stadium', 'LOCATED_IN', 'Doornfontein'), ('Ellis Park Stadium', 'LOCATED_IN', 'Gauteng Province'), ('Ellis Park Stadium', 'subject', 'Sports venues in Johannesburg'), ('Ellis Park Stadium', 'wikiPageWikiLink', 'Johannesburg Stadium'), ('Ellis Park Stadium', 'wikiPageWikiLink', 'Sports venues in Johannesburg'), ('Ellis Park Stadium', 'wikiPageWikiLink', 'Johannesburg'), ('Ellis Park Stadium', 'wikiPageWikiLink', 'Johannesburg Park Station'), ('Ellis Park Stadium', 'sameAs', 'Coca-Cola Park (Johannesburg)')]
('South Africa Springboks', 'LOCATED_IN', 'South Africa');False;;False;
('New Zealand All Blacks', 'LOCATED_IN', 'New Zealand');False;;True;[('New Zealand All Blacks', 'label', 'New Zealand All Blacks'), ('New Zealand All Blacks', 'wikiPageWikiLink', 'New Zealand national rugby union team'), ('New Zealand All Blacks', 'wikiPageRedirects', 'New Zealand national rugby union team'), ('New Zealand All Blacks', 'wasDerivedFrom', 'New Zealand All Blacks?oldid=698651851&ns=0'), ('New Zealand All Blacks', 'isPrimaryTopicOf', 'New Zealand All Blacks')]
('Moscardó', 'PART_OF', 'Usera');False;;True;[('Moscardó', 'comment', 'Moscardó is a ward (barrio) of Madrid belonging to the district of Usera. Wikimedia Commons has media related to Moscardó neighborhood, Madrid. \n* v \n* t \n* e'), ('Moscardó', 'abstract', 'Moscardó is a ward (barrio) of Madrid belonging to the district of Usera. Wikimedia Commons has media related to Moscardó neighborhood, Madrid. \n* v \n* t \n* e'), ('Moscardó', 'subject', 'Usera'), ('Moscardó', 'wikiPageWikiLink', 'Usera'), ('Moscardó', 'wikiPageWikiLink', 'Usera'), ('Moscardó', 'subdivisionName', 'Usera'), ('Moscardó', 'subdivision', 'Usera')]
