Relationship;Count
CONQUERED;1
DEVOTED_TO;3
RECLAIMED;1
FATHER;1
SHOWN_IN;1
EXIT_TO;1
INTEGRATED_IN;1
REPORTS_TO;1
CREATED_FOR;1
WARRIOR;1
CONFLICT;1
FLED_TO;1
CAPTURED;3
HOME_VENUE;2
COACHED_BY;2
CAPTAINED_BY;1
ASSISTANT_EDITOR;2
CAUSE_OF_DEATH;1
VICTORY_OVER;1
HAS_FACILITIES_IN;1
CHOREOGRAPHER;1
PREMIERE_LOCATION;1
CRITIC;1
AUTOMATIC_BID;1
LISTING;1
RESEARCHER;1
POSTDOCTORAL_RESEARCH_ASSOCIATE;1
EVENT_LOCATION;2
SITED_ON;1
UPGRADED_ON;1
REACTIVITY;1
PROPERTY;1
APPLICATION;6
OWNED;1
HOLDS_CONCESSION;1
IS_A;4
GEARED_TOWARDS;1
USED_UNDER;1
RUNS_ON;2
COMPILES_FOR;1
AVAILABLE_FROM;3
AUTOMATES;1
PROVIDES_FUNCTIONALITY_FOR;1
APPROXIMATES;3
PRODUCES_TOOLS_FOR;1
RECITED_BY;1
IDENTICAL_TO;1
MEANS_TO;2
INCLUDES_SECTIONS_ON;1
SUGGESTS;1
FELLOW;1
CARRIED;1
ENGLISH_VERSION;2
DID_NOT_PARTICIPATE;1
PARTICIPATED;2
INSTALLED_AT;1
PLAYED;1
RETIRED_TO;1
HOLDER;4
ASSOCIATION;2
IMPACT;1
OPERATED_UNDER;1
SHOWCASED;1
ENDED_WITH;1
WROTE_FOR;1
TAUGHT_AT;1
FOUNDER_OF;1
CHALLENGED;1
BRANCH_OF;2
ACCREDITED_BY;1
BROADCAST;2
CREATED_SILHOUETTE;1
CONTAINS_SILHOUETTE;1
PERFORMED_AT;8
POSTPONED;1
OFFERED_TO_HOST;1
CANCELLED;1
ASKED_TO_HOST;1
RESCHEDULED;1
WITHDREW;2
DECIDED_TO_HOST_IN_2017;1
RELEASED_ON;1
TRAVELLED_TO;1
LEFT;1
CHAIRMAN;2
BILLIONAIRE;1
TYPE_OF;1
CHARACTERISTIC_OF;1
TARGETS;1
OPPORTUNITY_FOR;1
LAND_HELD_BY;1
LEASED_TO;1
PARASITE_OF;3
ACCIDENTAL_PARASITE_OF;1
CONFINED_TO;2
RESPONSIBILITY;2
ORIGINAL_PROGRAMMING;1
REPORTED_ON;1
SEPARATE_FROM;1
ADMINISTRATED_AS_PART_OF;1
SPECIAL_ASSISTANT;1
RECIPIENT_OF;2
FOCUSED_ON;1
INAUGURAL_YEAR;1
HOME_GROUND;1
COMPETE;1
EXPELLED_FROM;1
READMITTED_TO;1
BEATIFIED_BY;1
CANONIZED_BY;1
SAINT_OF;1
IMPLEMENTED;1
HAS_ROLE;1
ISSUED_BY;1
ENDED_IN;1
COMMANDED_TO;1
APPOINTED_AS;2
TRIED;5
COMMANDED_IN;1
TRIED_IN;1
EXHIBITED;1
ACQUIRED_BY;1
MERGED_WITH;1
ADVANCE_TO;1
RELEGATE_TO;1
LOCATION_OF;1
CLAIMED;1
INVENTOR;1
ASSISTED;1
COLLABORATED;1
BIND;1
REGULATE;1
FORM_HOMODIMER;1
FORM_HETERODIMER;2
ENNOBLED;1
CASE_INVOLVEMENT;1
EXILE;1
SURRENDERED_TO;1
LAWSPEAKER;1
EMPLOYED_BY;2
CURRENTLY_USED_BY;1
PATTERNED_AFTER;1
DESCRIBES;2
SENIOR_POLITICAL_CORRESPONDENT;1
CHIEF_NATIONAL_CORRESPONDENT;1
HOST_AND_CHIEF_INVESTIGATIVE_REPORTER;1
WHITE_HOUSE_CORRESPONDENT;1
DIRECTED;1
STARRED_IN;5
SHOT_IN;2
CONSUL-GENERAL;1
HIGH_COMMISSIONER;2
PERMANENT_REPRESENTATIVE;1
LINKED_TO;2
MADE_AT;1
REFERENCES;1
SONGS_IN_REPERTOIRE;10
IMPACTED;1
TOWN_CLERK;1
EXECUTIVE;1
MET_WIFE;1
INJURED;1
ACADEMICIAN;2
HAS_VARIATION;18
DEPUTY_REPRESENTATIVE;1
LOCATED_BEHIND;1
DEDICATED_BY;1
EMIR;1
RECOMMENDED;1
WITNESSED;1
TEAM;3
FUNDED_BY;1
TERMINUS_OF;1
PROVIDES_SERVICE_TO;1
BEGAN_SERVICE;1
PAINTED;1
DISESTABLISHED_IN;1
CONVERTED_TO;2
SOLD_FOR;1
DEBUT;2
SET_IN;1
PERFORMED_ON;5
ARTIST-IN-RESIDENCE;1
CRICKETER_FROM;1
PATERNAL_GRANDFATHER;1
TRANSLATED_WORKS_OF;4
COLLECTION;1
DISBANDED_BY;1
CO-AUTHOR;3
COMMITTEE_MEMBER;1
RESPONSIBLE_FOR;1
OF;1
HAS_EXPERTISE;1
FORMER_POSITION;2
PART_OF_SEQUENCE;1
REIMAGINES;1
REFLECTS;1
INTERPRETED_BY;1
FOREWORD;1
STUDY_FOR;5
RELOCATED_TO;1
EXCAVATION;1
RECONSTRUCTION_DRAWING;6
CREATED_IN;1
MANDATED_UNDER;1
SUCCEEDED_BY;1
EXAMPLE_OF;2
ESTABLISH;1
BEQUEST;2
ACACIAS_OF;1
FLORA_OF;1
HELD_BY;1
COMMANDS;2
ABOLISHED_IN;1
HAS_FUNCTION;2
SYNTHESIZE;1
COUPLED_WITH;1
INTRODUCED_ON;1
PROTECTED_WITH;3
ATTACHES_TO;1
ADJUST_PROTECTING_GROUP;1
FORMED_FROM;1
CONVERTS_TO;1
FORMS_RING_WITH;1
CHARACTERIZES;1
DEFUNCT;1
MARTYR;1
MANAGING_DIRECTOR;1
GROUP_MEMBER;1
EMBRACED;1
FROM_ALBUM;1
SHOWS_HOW_TO;1
HAS_SUBSPECIES;2
RECLASSIFIED_AS;1
ALSO_REFERRED_TO_AS;2
PROTECTS_ACTIVE_VOLCANOES;1
SPLIT_INTO;1
MET_AT;1
WORSHIPPED_BY;1
APPEARS_IN;2
SENT_TO_BAR;1
ATTEMPTED_TO_SEDUCE;1
GUARDIAN_OF;1
NAMED_FOR;1
ASSIST;1
COLLABORATE;1
DEVELOP;1
SUPPORT;1
HAS_COMMITTEE;3
CREATIVE_HEAD;1
ACCUSES;1
BY;1
HONORED_ARTIST;1
DEVELOPS_OPERATES_PROGRAMS_IN;8
ELECTED_TO;1
COMPLETE_VERSION;1
ADORATION;1
LICENSED_BY;1
TRADED_ON;1
ESTABLISHED_AT;1
DIVERTED_MEALS_TO;1
PROVIDES_FOOD_TO;1
OPERATED_FERRY;2
BUILT_BRIDGE;1
ENCODED_BY;1
RATING;1
RELY_ON;1
DESIGNER;1
HAS_FEATURE;6
CHARACTER_IN;1
PLAYED_BY;1
GAINED_CONTROL;2
GAINED;1
LOST_SEATS;6
LOST;1
RETAINED_CONTROL;1
BETTER_THAN_AVERAGE;2
OFFERED;1
FUNDED;1
RELEGATED_TO;1
RAISED_BY;1
FOLLOW_UP;1
SITUATED_ON;1
USED_AS_PADDING_FOR;1
INCREASES;1
MAINTAINS;1
PLAYS_PRESENTED_AT;2
INSPIRATION;2
COOPERATED_IN;18
LED;1
